link,title,category,address,open_hours,popular_times,website,phone,plus_code,review_count,review_rating,reviews_per_rating,latitude,longitude,cid,status,descriptions,reviews_link,thumbnail,timezone,price_range,data_id,images,reservations,order_online,menu,owner,complete_address,about,user_reviews,emails
https://www.google.com/maps/place/Golden+Gate+Fields/data=!4m2!3m1!1s0x808578d58b671149:0xe2388b4082bde0ce!10m1!1e1,Golden Gate Fields,Racecourse,"1100 Eastshore Hwy, Berkeley, CA 94710",{},{},http://www.goldengatefields.com/?utm_source=Google+My+Business&utm_medium=Website,(510) 559-7300,"VMMQ+J7 Berkeley, California",2263,4.400000,"{""1"":59,""2"":43,""3"":189,""4"":555,""5"":1417}",37.884109,-122.311801,16300931960455160014,,"Long-running horse-racing facility with a variety of dining options, from pub fare to Italian food.",https://search.google.com/local/reviews?placeid=ChIJSRFni9V4hYARzuC9gkCLOOI&q=Golden+Gate+Fields&authuser=0&hl=en&gl=US,https://lh5.googleusercontent.com/p/AF1QipN0fa5bzqV3GIaMbFciNf66skN9SaVcWhxUIh_C=w605-h240-k-no,America/Los_Angeles,,0x808578d58b671149:0xe2388b4082bde0ce,"[{""title"":""All"",""image"":""https://lh5.googleusercontent.com/p/AF1QipN0fa5bzqV3GIaMbFciNf66skN9SaVcWhxUIh_C=w752-h298-k-no""},{""title"":""Latest"",""image"":""https://lh5.googleusercontent.com/p/AF1QipNXIMZBSdHru0fbm0b6UyM-D1ieQMarh3UDVXNY=w397-h298-k-no""},{""title"":""Videos"",""image"":""https://lh5.googleusercontent.com/p/AF1QipOC0EvraWdO9DuiU6-C1X63CNocvT6ZPUh0m6wM=w529-h298-k-no""},{""title"":""Race track"",""image"":""https://lh5.googleusercontent.com/p/AF1QipMGTUsBmMs9kPcRRySKftmtAQPNUhb1RlalgAHc=w397-h298-k-no""},{""title"":""By owner"",""image"":""https://lh5.googleusercontent.com/p/AF1QipNDxXigKubaUuPbdC7HLQiyCqUyEF5mONVnsXe7=w447-h298-k-no""},{""title"":""Street View \u0026 360°"",""image"":""https://lh5.googleusercontent.com/p/AF1QipMMxUl6Ywrx3fg9tIi21xSq8JwWWZFK7_lADjqF=w224-h298-k-no-pi35.52236-ya0-ro0-fo100""}]",null,null,"{""link"":"""",""source"":""""}","{""id"":""100802431415757603534"",""name"":""Golden Gate Fields (Owner)"",""link"":""https://www.google.com/maps/contrib/100802431415757603534""}","{""borough"":"""",""street"":""1100 Eastshore Hwy"",""city"":""Berkeley"",""postal_code"":""94710"",""state"":""California"",""country"":""US""}","[{""id"":""from_the_business"",""name"":""From the business"",""options"":[{""name"":""Identifies as women-owned"",""enabled"":false}]},{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair accessible entrance"",""enabled"":false},{""name"":""Wheelchair accessible parking lot"",""enabled"":false}]},{""id"":""payments"",""name"":""Payments"",""options"":[{""name"":""Debit cards"",""enabled"":false}]}]",null,
https://www.google.com/maps/place/Day+At+The+Track/data=!4m2!3m1!1s0x8085bd2df239ee4b:0x6bd165332eecc5a1!10m1!1e1,Day At The Track,Racecourse,"448 Ignacio Blvd, Novato, CA 94949",{},"{""Friday"":{""10"":22,""11"":29,""12"":14,""13"":11,""14"":7,""15"":7,""16"":18,""17"":14,""18"":11,""19"":18,""20"":29,""21"":55,""22"":0,""23"":0,""6"":0,""7"":0,""8"":11,""9"":25},""Monday"":{""10"":11,""11"":11,""12"":7,""13"":18,""14"":18,""15"":44,""16"":48,""17"":92,""18"":96,""19"":100,""20"":59,""21"":59,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":3},""Saturday"":{""10"":55,""11"":33,""12"":25,""13"":33,""14"":25,""15"":37,""16"":44,""17"":22,""18"":14,""19"":22,""20"":48,""21"":62,""22"":0,""23"":0,""6"":0,""7"":11,""8"":29,""9"":37},""Sunday"":{""10"":33,""11"":14,""12"":3,""13"":3,""14"":7,""15"":7,""16"":7,""17"":14,""18"":7,""19"":7,""20"":14,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":18,""9"":37},""Thursday"":{""10"":22,""11"":25,""12"":22,""13"":29,""14"":29,""15"":25,""16"":29,""17"":18,""18"":14,""19"":29,""20"":51,""21"":59,""22"":0,""23"":0,""6"":0,""7"":0,""8"":40,""9"":29},""Tuesday"":{""10"":0,""11"":0,""12"":0,""13"":3,""14"":7,""15"":14,""16"":22,""17"":48,""18"":25,""19"":25,""20"":33,""21"":33,""22"":0,""23"":0,""6"":0,""7"":0,""8"":7,""9"":0},""Wednesday"":{""10"":51,""11"":48,""12"":74,""13"":70,""14"":66,""15"":59,""16"":22,""17"":7,""18"":0,""19"":0,""20"":0,""21"":3,""22"":0,""23"":0,""6"":0,""7"":0,""8"":37,""9"":33}}",https://www.dayatthetrack.com/contactUs,(800) 497-6193,"3F95+27 Novato, California",0,0.000000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",38.067530,-122.541801,7769102102695822753,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RzfL6lif50dbB2xe6TFPLQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=65.067&pitch=0&thumbfov=100,America/Los_Angeles,,0x8085bd2df239ee4b:0x6bd165332eecc5a1,"[{""title"":""All"",""image"":""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RzfL6lif50dbB2xe6TFPLQ\u0026cb_client=maps_sv.tactile.gps\u0026w=224\u0026h=298\u0026yaw=65.067\u0026pitch=0\u0026thumbfov=100""},{""title"":""Street View \u0026 360°"",""image"":""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RzfL6lif50dbB2xe6TFPLQ\u0026cb_client=maps_sv.tactile.gps\u0026w=224\u0026h=298\u0026yaw=65.067\u0026pitch=0\u0026thumbfov=100""}]",null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":""Day At The Track (Owner)"",""link"":""""}","{""borough"":"""",""street"":""448 Ignacio Blvd"",""city"":""Novato"",""postal_code"":""94949"",""state"":""California"",""country"":""US""}","[{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair accessible entrance"",""enabled"":false},{""name"":""Wheelchair accessible parking lot"",""enabled"":false}]}]",null,
https://www.google.com/maps/place/Lucky+Dog+Racing+League/data=!4m2!3m1!1s0x808565c667955555:0x45805f2ac2dc897!10m1!1e1,Lucky Dog Racing League,Racecourse,"1155-C, Arnold Dr, Martinez, CA 94553",{},{},https://www.racelucky.com/contact/,(844) 585-9364,,4,5.000000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":4}",37.994863,-122.102118,313006713931155607,,,https://search.google.com/local/reviews?placeid=ChIJVVWVZ8ZlhYARl8gtrPIFWAQ&q=Lucky+Dog+Racing+League&authuser=0&hl=en&gl=US,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ldQhXvq05CDsTVftxDlsqQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=8.415344&pitch=0&thumbfov=100,America/Los_Angeles,,0x808565c667955555:0x45805f2ac2dc897,"[{""title"":""All"",""image"":""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ldQhXvq05CDsTVftxDlsqQ\u0026cb_client=maps_sv.tactile.gps\u0026w=224\u0026h=298\u0026yaw=8.415344\u0026pitch=0\u0026thumbfov=100""},{""title"":""Street View \u0026 360°"",""image"":""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ldQhXvq05CDsTVftxDlsqQ\u0026cb_client=maps_sv.tactile.gps\u0026w=224\u0026h=298\u0026yaw=8.415344\u0026pitch=0\u0026thumbfov=100""}]",null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":""Lucky Dog Racing League (Owner)"",""link"":""""}","{""borough"":"""",""street"":""1155-C, Arnold Dr"",""city"":""Martinez"",""postal_code"":""94553"",""state"":""California"",""country"":""US""}","[{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair accessible entrance"",""enabled"":false},{""name"":""Wheelchair accessible parking lot"",""enabled"":false}]},{""id"":""payments"",""name"":""Payments"",""options"":[{""name"":""Debit cards"",""enabled"":false},{""name"":""NFC mobile payments"",""enabled"":false},{""name"":""Credit cards"",""enabled"":false}]}]",null,
https://www.google.com/maps/place/Old+Pump+Track/data=!4m2!3m1!1s0x808f7f1f46e9bfbb:0x214dcc1e05b3668e!10m1!1e1,Old Pump Track,Off-road race track,"61 John F Shelley Dr, San Francisco, CA 94134",{},{},,,"PH9H+7X McLaren Park, San Francisco, CA",2,4.500000,"{""1"":0,""2"":0,""3"":0,""4"":1,""5"":1}",37.718247,-122.420050,2399798605775070862,,,https://search.google.com/local/reviews?placeid=ChIJu7_pRh9_j4ARjmazBR7MTSE&q=Old+Pump+Track&authuser=0&hl=en&gl=US,https://lh5.googleusercontent.com/p/AF1QipOvWrneVbBXD-1RIsm0wStF26qNuO7wUeyxvrCv=w408-h306-k-no,America/Los_Angeles,,0x808f7f1f46e9bfbb:0x214dcc1e05b3668e,"[{""title"":""All"",""image"":""https://lh5.googleusercontent.com/p/AF1QipOvWrneVbBXD-1RIsm0wStF26qNuO7wUeyxvrCv=w397-h298-k-no""},{""title"":""Street View \u0026 360°"",""image"":""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jtqlKGiyTIt46fxj-Nt5JA\u0026cb_client=maps_sv.tactile.gps\u0026w=224\u0026h=298\u0026yaw=172.59622\u0026pitch=0\u0026thumbfov=100""},{""title"":""Videos"",""image"":""https://lh5.googleusercontent.com/p/AF1QipPq3Kwc-SkbzTye30AiST24mie4Y5MG0NbozCRR=w529-h298-k-no""}]",null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":""Old Pump Track (Owner)"",""link"":""""}","{""borough"":""McLaren Park"",""street"":""61 John F Shelley Dr"",""city"":""San Francisco"",""postal_code"":""94134"",""state"":""California"",""country"":""US""}",null,null,
https://www.google.com/maps/place/Turf+Club/data=!4m2!3m1!1s0x80857ed57b68d839:0x16753e56c3653393!10m1!1e1,Turf Club,Club,"1100 Eastshore Hwy, Berkeley, CA 94710",{},{},http://www.goldengatefields.com/,(510) 559-7390,"VMMP+HP Berkeley, California",53,4.500000,"{""1"":2,""2"":0,""3"":4,""4"":9,""5"":38}",37.883907,-122.313249,1618268183475860371,,,https://search.google.com/local/reviews?placeid=ChIJOdhoe9V-hYARkzNlw1Y-dRY&q=Turf+Club&authuser=0&hl=en&gl=US,https://lh5.googleusercontent.com/p/AF1QipOg6xB52ClS3u6M8Vj9_HYxWZlGPFz4S72Gs72v=w408-h541-k-no,America/Los_Angeles,,0x80857ed57b68d839:0x16753e56c3653393,"[{""title"":""All"",""image"":""https://lh5.googleusercontent.com/p/AF1QipOg6xB52ClS3u6M8Vj9_HYxWZlGPFz4S72Gs72v=w224-h298-k-no""},{""title"":""Latest"",""image"":""https://lh5.googleusercontent.com/p/AF1QipNUblZ8opCefGFdq1j7V5Jv-DtPqQR97emg2zlG=w397-h298-k-no""},{""title"":""Videos"",""image"":""https://lh5.googleusercontent.com/p/AF1QipMiulnEF7u3PZbAW9ODnK1dDzwwb2vnMc5a_3WV=w529-h298-k-no""}]",null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":""Turf Club (Owner)"",""link"":""""}","{""borough"":"""",""street"":""1100 Eastshore Hwy"",""city"":""Berkeley"",""postal_code"":""94710"",""state"":""California"",""country"":""US""}","[{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair accessible entrance"",""enabled"":false},{""name"":""Wheelchair accessible parking lot"",""enabled"":false}]}]",null,
https://www.google.com/maps/place/Maxwell+Family+Field/data=!4m2!3m1!1s0x80857c3ac181a459:0x4efca970d2935884!10m1!1e1,Maxwell Family Field,Athletic field,"2205 Piedmont Ave, Berkeley, CA 94704",{},{},https://recsports.berkeley.edu/fields/,,"VPCW+WW Berkeley, California",43,4.500000,"{""1"":1,""2"":2,""3"":2,""4"":9,""5"":29}",37.872296,-122.252698,5691610331123767428,,"Small, multi-use UC Berkeley playing field for team practices & sports league competitions.",https://search.google.com/local/reviews?placeid=ChIJWaSBwTp8hYARhFiT0nCp_E4&q=Maxwell+Family+Field&authuser=0&hl=en&gl=US,https://lh5.googleusercontent.com/p/AF1QipOk7LOx98Kv_CjzzueBEkRR6D_ysq-3BHMkF6pz=w408-h544-k-no,America/Los_Angeles,,0x80857c3ac181a459:0x4efca970d2935884,"[{""title"":""All"",""image"":""https://lh5.googleusercontent.com/p/AF1QipOk7LOx98Kv_CjzzueBEkRR6D_ysq-3BHMkF6pz=w224-h298-k-no""},{""title"":""Street View \u0026 360°"",""image"":""https://lh5.googleusercontent.com/p/AF1QipOXJKV1RVjiUnNn17u0dTHYFNjjtO46ZzZXj774=w224-h298-k-no-pi-20-ya1.0000116-ro-0-fo100""},{""title"":""Videos"",""image"":""https://lh5.googleusercontent.com/p/AF1QipNzhQplgy_MIe0PlWMKBRUHTHaFZMzehK_WlDQC=w224-h398-k-no""}]",null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":""Maxwell Family Field (Owner)"",""link"":""""}","{""borough"":"""",""street"":""2205 Piedmont Ave"",""city"":""Berkeley"",""postal_code"":""94704"",""state"":""California"",""country"":""US""}","[{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair accessible entrance"",""enabled"":false},{""name"":""Wheelchair accessible parking lot"",""enabled"":false}]}]",null,
https://www.google.com/maps/place/Ohlone+Soccer+Field/data=!4m2!3m1!1s0x80857f935fe7a50d:0x23fd38cb0fc80fa7!10m1!1e1,Ohlone Soccer Field,Park,"Berkeley, CA 94703",{},"{""Friday"":{""0"":38,""1"":52,""10"":9,""11"":9,""12"":9,""13"":19,""14"":19,""15"":28,""16"":47,""17"":28,""18"":19,""19"":9,""2"":23,""20"":0,""21"":4,""22"":14,""23"":38,""3"":9,""4"":4,""5"":14,""6"":4,""7"":4,""8"":9,""9"":23},""Monday"":{""0"":9,""1"":4,""10"":47,""11"":33,""12"":33,""13"":66,""14"":95,""15"":80,""16"":80,""17"":33,""18"":14,""19"":4,""2"":0,""20"":14,""21"":9,""22"":9,""23"":19,""3"":0,""4"":0,""5"":0,""6"":0,""7"":14,""8"":38,""9"":61},""Saturday"":{""0"":0,""1"":4,""10"":61,""11"":61,""12"":38,""13"":38,""14"":33,""15"":14,""16"":4,""17"":4,""18"":14,""19"":19,""2"":9,""20"":28,""21"":66,""22"":38,""23"":19,""3"":19,""4"":9,""5"":4,""6"":0,""7"":19,""8"":47,""9"":100},""Sunday"":{""0"":38,""1"":71,""10"":47,""11"":23,""12"":9,""13"":0,""14"":19,""15"":38,""16"":80,""17"":38,""18"":23,""19"":9,""2"":42,""20"":23,""21"":23,""22"":38,""23"":33,""3"":38,""4"":47,""5"":23,""6"":9,""7"":4,""8"":19,""9"":42},""Thursday"":{""0"":9,""1"":4,""10"":23,""11"":0,""12"":4,""13"":4,""14"":23,""15"":52,""16"":61,""17"":33,""18"":33,""19"":9,""2"":0,""20"":4,""21"":4,""22"":9,""23"":23,""3"":9,""4"":19,""5"":38,""6"":38,""7"":38,""8"":66,""9"":38},""Tuesday"":{""0"":42,""1"":42,""10"":23,""11"":19,""12"":23,""13"":9,""14"":4,""15"":0,""16"":0,""17"":0,""18"":4,""19"":4,""2"":66,""20"":14,""21"":28,""22"":23,""23"":23,""3"":85,""4"":61,""5"":71,""6"":42,""7"":47,""8"":23,""9"":19},""Wednesday"":{""0"":38,""1"":42,""10"":23,""11"":14,""12"":33,""13"":66,""14"":80,""15"":38,""16"":14,""17"":0,""18"":4,""19"":19,""2"":76,""20"":42,""21"":61,""22"":61,""23"":33,""3"":95,""4"":85,""5"":71,""6"":33,""7"":19,""8"":23,""9"":19}}",,,"VPFC+45 Berkeley, California",1,4.000000,"{""1"":0,""2"":0,""3"":0,""4"":1,""5"":0}",37.872757,-122.279537,2593291405229559719,,,https://search.google.com/local/reviews?placeid=ChIJDaXnX5N_hYARpw_ID8s4_SM&q=Ohlone+Soccer+Field&authuser=0&hl=en&gl=US,https://lh5.googleusercontent.com/p/AF1QipMi-92UnM4CijmeZK5eWOVXAnSVOHHWZzKnuGAQ=w408-h406-k-no,America/Los_Angeles,,0x80857f935fe7a50d:0x23fd38cb0fc80fa7,"[{""title"":""All"",""image"":""https://lh5.googleusercontent.com/p/AF1QipMi-92UnM4CijmeZK5eWOVXAnSVOHHWZzKnuGAQ=w298-h298-k-no""}]",null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":""Ohlone Soccer Field (Owner)"",""link"":""""}","{""borough"":""North Berkeley"",""street"":"""",""city"":""Berkeley"",""postal_code"":""94703"",""state"":""California"",""country"":""US""}","[{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair accessible entrance"",""enabled"":false}]},{""id"":""children"",""name"":""Children"",""options"":[{""name"":""Good for kids"",""enabled"":false}]}]",null,
https://www.google.com/maps/place/Antioch+Speedway/data=!4m2!3m1!1s0x808559db0e0a2efb:0x3220d3bb36aa667a!10m1!1e1,Antioch Speedway,Car racing track,"1201 W 10th St, Antioch, CA 94509",{},{},http://www.antiochspeedway.com/,(925) 779-9220,"255H+69 Antioch, California",393,4.600000,"{""1"":6,""2"":2,""3"":32,""4"":77,""5"":276}",38.008064,-121.821553,3612119702180619898,,,https://search.google.com/local/reviews?placeid=ChIJ-y4KDttZhYARemaqNrvTIDI&q=Antioch+Speedway&authuser=0&hl=en&gl=US,https://lh5.googleusercontent.com/p/AF1QipNwbn2O_wIAbfqgaOW0aFd4VGnlSYgE3lsP8YUH=w408-h306-k-no,America/Los_Angeles,,0x808559db0e0a2efb:0x3220d3bb36aa667a,"[{""title"":""All"",""image"":""https://lh5.googleusercontent.com/p/AF1QipNwbn2O_wIAbfqgaOW0aFd4VGnlSYgE3lsP8YUH=w397-h298-k-no""},{""title"":""Videos"",""image"":""https://lh5.googleusercontent.com/p/AF1QipMUdWL-j4VcnLT73bFp9QmkediZnQn5_nUv2nb6=w529-h298-k-no""}]",null,"[{""link"":""https://www.antiochspeedway.com/2021-schedule/"",""source"":""antiochspeedway.com""}]","{""link"":"""",""source"":""""}","{""id"":""113202536799748762811"",""name"":""Antioch Speedway (Owner)"",""link"":""https://www.google.com/maps/contrib/113202536799748762811""}","{""borough"":"""",""street"":""1201 W 10th St"",""city"":""Antioch"",""postal_code"":""94509"",""state"":""California"",""country"":""US""}","[{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair accessible entrance"",""enabled"":false},{""name"":""Wheelchair accessible parking lot"",""enabled"":false}]}]",null,
https://www.google.com/maps/place/Petaluma+Fairgrounds+Speedway/data=!4m2!3m1!1s0x8085b4012074566f:0x4df48c2576cfb4e9!10m1!1e1,Petaluma Fairgrounds Speedway,Car racing track,"100 Fairgrounds Dr, Petaluma, CA 94952",{},{},http://www.petaluma-speedway.com/,(707) 763-7223,"69RF+P6 Petaluma, California",260,4.600000,"{""1"":3,""2"":2,""3"":16,""4"":42,""5"":197}",38.241757,-122.626914,5617268727772853481,,,https://search.google.com/local/reviews?placeid=ChIJb1Z0IAG0hYAR6bTPdiWM9E0&q=Petaluma+Fairgrounds+Speedway&authuser=0&hl=en&gl=US,https://lh5.googleusercontent.com/p/AF1QipOt7KgXL-o2G4I2OxtOMVQEijKJvSrWn5KFEps=w426-h240-k-no,America/Los_Angeles,,0x8085b4012074566f:0x4df48c2576cfb4e9,"[{""title"":""All"",""image"":""https://lh5.googleusercontent.com/p/AF1QipOt7KgXL-o2G4I2OxtOMVQEijKJvSrWn5KFEps=w529-h298-k-no""},{""title"":""Street View \u0026 360°"",""image"":""https://lh5.googleusercontent.com/p/AF1QipPhyamIchfKHn_FuQtyV0SquKvilGlQkCnV_628=w224-h298-k-no-pi-24.112307-ya78.80747-ro3.8081596-fo100""},{""title"":""Videos"",""image"":""https://lh5.googleusercontent.com/p/AF1QipNgrLq0Q6kSbz1Oc7wWnLoVm_WoOFx8wQaJqPk=w529-h298-k-no""}]",null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":""Petaluma Fairgrounds Speedway (Owner)"",""link"":""""}","{""borough"":"""",""street"":""100 Fairgrounds Dr"",""city"":""Petaluma"",""postal_code"":""94952"",""state"":""California"",""country"":""US""}","[{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair accessible entrance"",""enabled"":false},{""name"":""Wheelchair accessible parking lot"",""enabled"":false}]}]",null,
https://www.google.com/maps/place/Strawberry+Creek+Park+Soccer+Field/data=!4m2!3m1!1s0x80857fa80b0a08df:0xf5a859a7e685fa76!10m1!1e1,Strawberry Creek Park Soccer Field,Soccer field,"1307-1315 Bancroft Way, Berkeley, CA 94702","{""Friday"":[""6 AM–10 PM""],""Monday"":[""6 AM–10 PM""],""Saturday"":[""6 AM–10 PM""],""Sunday"":[""6 AM–10 PM""],""Thursday"":[""6 AM–10 PM""],""Tuesday"":[""6 AM–10 PM""],""Wednesday"":[""6 AM–10 PM""]}","{""Friday"":{""10"":20,""11"":48,""12"":100,""13"":96,""14"":58,""15"":51,""16"":44,""17"":68,""18"":79,""19"":72,""20"":55,""21"":62,""22"":0,""5"":0,""6"":13,""7"":10,""8"":10,""9"":6},""Monday"":{""10"":37,""11"":27,""12"":10,""13"":0,""14"":0,""15"":3,""16"":0,""17"":3,""18"":20,""19"":44,""20"":58,""21"":48,""22"":0,""5"":0,""6"":17,""7"":13,""8"":24,""9"":34},""Saturday"":{""10"":34,""11"":37,""12"":72,""13"":72,""14"":86,""15"":86,""16"":65,""17"":75,""18"":72,""19"":37,""20"":24,""21"":17,""22"":0,""5"":0,""6"":10,""7"":10,""8"":10,""9"":20},""Sunday"":{""10"":79,""11"":41,""12"":24,""13"":24,""14"":17,""15"":10,""16"":17,""17"":37,""18"":48,""19"":31,""20"":34,""21"":34,""22"":0,""5"":0,""6"":17,""7"":20,""8"":51,""9"":72},""Thursday"":{""10"":3,""11"":3,""12"":13,""13"":48,""14"":75,""15"":100,""16"":48,""17"":20,""18"":3,""19"":17,""20"":48,""21"":62,""22"":0,""5"":0,""6"":20,""7"":24,""8"":31,""9"":10},""Tuesday"":{""10"":31,""11"":17,""12"":10,""13"":10,""14"":17,""15"":27,""16"":41,""17"":34,""18"":48,""19"":27,""20"":24,""21"":13,""22"":0,""5"":0,""6"":68,""7"":55,""8"":68,""9"":58},""Wednesday"":{""10"":37,""11"":17,""12"":17,""13"":27,""14"":58,""15"":62,""16"":55,""17"":58,""18"":55,""19"":51,""20"":27,""21"":13,""22"":0,""5"":0,""6"":13,""7"":6,""8"":6,""9"":17}}",,,"VP87+FF Berkeley, California",6,4.700000,"{""1"":0,""2"":0,""3"":0,""4"":2,""5"":4}",37.866203,-122.286255,17701496913041685110,Open ⋅ Closes 10 PM,,https://search.google.com/local/reviews?placeid=ChIJ3wgKC6h_hYARdvqF5qdZqPU&q=Strawberry+Creek+Park+Soccer+Field&authuser=0&hl=en&gl=US,https://lh5.googleusercontent.com/p/AF1QipOUko5BcQPoG9xW3WMtN5KKsb753A8Ib1ESALrM=w408-h306-k-no,America/Los_Angeles,,0x80857fa80b0a08df:0xf5a859a7e685fa76,"[{""title"":""All"",""image"":""https://lh5.googleusercontent.com/p/AF1QipOUko5BcQPoG9xW3WMtN5KKsb753A8Ib1ESALrM=w397-h298-k-no""},{""title"":""Latest"",""image"":""https://lh5.googleusercontent.com/p/AF1QipOYSRZ3lQebsjPEMQLcwDrgwvqEWgHEUc6oymSH=w298-h298-k-no""},{""title"":""Street View \u0026 360°"",""image"":""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rXiiPRdaxAMa9wqx7D3nFw\u0026cb_client=maps_sv.tactile.gps\u0026w=224\u0026h=298\u0026yaw=350.1677\u0026pitch=0\u0026thumbfov=100""}]",null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":""Strawberry Creek Park Soccer Field (Owner)"",""link"":""""}","{""borough"":""Southwest Berkeley"",""street"":""1307-1315 Bancroft Way"",""city"":""Berkeley"",""postal_code"":""94702"",""state"":""California"",""country"":""US""}","[{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair accessible entrance"",""enabled"":false},{""name"":""Wheelchair accessible parking lot"",""enabled"":false}]}]",null,
