,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,title,features,quality,price,popularity,category,latitude,longitude,address,link
122,122,122,122,122,122,122,122,122,122,Mitama,"{'fish': 11, 'price': 11, 'rolls': 6, 'miso soup': 6, 'tempura': 6, 'bento box': 5, 'omakase': 4, 'tofu': 4, 'fried': 4, 'solid': 3}",4.3,2,193,Japanese restaurant,37.851142,-122.252306,"3201 College Ave, Berkeley, CA 94705",https://www.google.com/maps/place/Mitama/data=!4m2!3m1!1s0x80857dc5687d3bab:0xb24d1204d3b01ff6!10m1!1e1
123,123,123,123,123,123,123,123,123,123,Muracci's,"{'chicken katsu': 16, 'price': 11, 'students': 10, 'spicy': 9, 'fried': 6, 'filling': 5, 'curry rice': 5, 'salmon': 4, 'comfort food': 3, 'pickled': 3}",4.2,1,313,Japanese curry restaurant,37.866369,-122.258897,"2428 Telegraph Ave, Berkeley, CA 94704",https://www.google.com/maps/place/Muracci's/data=!4m2!3m1!1s0x80857c2ed9a10957:0xe6de0c2687bb42a9!10m1!1e1
124,124,124,124,124,124,124,124,124,124,Sushinista,"{'prices': 11, 'bowl': 8, 'sushi burritos': 7, 'ingredients': 6, 'sweet potato': 5, 'matcha': 5, 'sake': 5, 'chef': 4, 'fries': 3, 'healthy': 3}",4.9,1,136,Japanese restaurant,37.86778,-122.270199,"2235 Milvia St, Berkeley, CA 94704",https://www.google.com/maps/place/Sushinista/data=!4m2!3m1!1s0x80857e9c89704caf:0x4c02def2391e2856!10m1!1e1
125,125,125,125,125,125,125,125,125,125,Kiku Sushi,"{'the vegan': 16, 'rolls': 13, 'chef': 12, 'vegetarian': 11, 'sake': 7, 'intimate': 7, 'space': 6, 'vegan sushi': 5, 'seaweed salad': 5, 'chirashi': 5}",4.4,2,430,Sushi restaurant,37.881175,-122.289324,"1316 Gilman St, Berkeley, CA 94706",https://www.google.com/maps/place/Kiku+Sushi/data=!4m2!3m1!1s0x80857ec9cb22406d:0x316ab1218a37fa3a!10m1!1e1
126,126,126,126,126,126,126,126,126,126,Marugame Udon,"{'broth': 35, 'bowl': 27, 'cafeteria': 16, 'teriyaki': 8, 'beef udon': 6, 'tonkotsu': 6, 'green onions': 6, 'solid': 6, 'vaccination': 5, 'vegan': 5}",4.3,2,548,Udon noodle restaurant,37.873491,-122.268333,"1919 Shattuck Ave., Berkeley, CA 94709",https://www.google.com/maps/place/Marugame+Udon/data=!4m2!3m1!1s0x80857f9b371839db:0x9ffa39c03745e22f!10m1!1e1
127,127,127,127,127,127,127,127,127,127,Party Sushi,"{'price': 18, 'rolls': 6, 'tip': 4}",4.5,2,137,Sushi restaurant,37.875237,-122.268942,"1776 Shattuck Ave., Berkeley, CA 94709",https://www.google.com/maps/place/Party+Sushi/data=!4m2!3m1!1s0x80857e9f7b649ced:0xf45500d397f643ec!10m1!1e1
128,128,128,128,128,128,128,128,128,128,AKEMI Japanese Restaurant,"{'atmosphere': 12, 'salty': 9, 'miso': 9, 'bento box': 7, 'scallop': 6, 'pork belly': 6, 'appetizer': 6, 'panna cotta': 5, 'tonkotsu ramen': 5, 'yuzu': 5}",4.3,2,408,Sushi restaurant,37.891365,-122.282818,"1695 Solano Ave, Berkeley, CA 94707",https://www.google.com/maps/place/AKEMI+Japanese+Restaurant/data=!4m2!3m1!1s0x8085794b5de70893:0xfb1781d5dc13d04d!10m1!1e1
129,129,129,129,129,129,129,129,129,129,IPPUDO BERKELEY,"{'broth': 57, 'bowl': 37, 'buns': 31, 'spicy': 31, 'appetizers': 12, 'boiled egg': 9, 'akamaru': 8, 'wings': 7, 'servers': 6, 'sake': 6}",4.2,2,820,Ramen restaurant,37.871919,-122.267603,"2015 Kala Bagai Wy, Berkeley, CA 94704",https://www.google.com/maps/place/IPPUDO+BERKELEY/data=!4m2!3m1!1s0x80857e9e66610011:0xf04f0fe6bec72b19!10m1!1e1
130,130,130,130,130,130,130,130,130,130,Kyoto Sushi,"{'price': 29, 'rolls': 6, 'bento': 4, 'vegetarian': 3, 'selection': 3, 'sweet': 3}",4.6,1,108,Sushi restaurant,37.891281,-122.284578,"1599 Solano Ave, Berkeley, CA 94707",https://www.google.com/maps/place/Kyoto+Sushi/data=!4m2!3m1!1s0x8085794b1a070f25:0x763ef2e6df60e707!10m1!1e1
131,131,131,131,131,131,131,131,131,131,Sumo Roll,"{'price': 18, 'burrito': 13, 'poke': 9, 'salmon': 8, 'area': 7, 'ingredients': 6, 'appetizers': 5, 'gyoza': 4, 'spicy tuna': 3}",4.5,1,126,Sushi restaurant,37.869742,-122.266126,"2173 Allston Way, Berkeley, CA 94704",https://www.google.com/maps/place/Sumo+Roll/data=!4m2!3m1!1s0x80857e9d9aa61cd3:0x1594e6bcc56874e9!10m1!1e1
132,132,132,132,132,132,132,132,132,132,Mainichi Sushi,"{'rolls': 11, 'price': 8, 'bento boxes': 6, 'fish': 5, 'take out': 4, 'atmosphere': 3, 'chef': 3, 'avocado': 3, 'dinner': 3, 'kids': 3}",4.6,2,107,Japanese restaurant,37.891364,-122.283355,"1647 Solano Ave, Berkeley, CA 94707",https://www.google.com/maps/place/Mainichi+Sushi/data=!4m2!3m1!1s0x8085791584153135:0xc3881bf603e69b8d!10m1!1e1
133,133,133,133,133,133,133,133,133,133,Wahpepah’s Kitchen,"{'bison meatballs': 18, 'native american cuisine': 14, 'fry bread': 14, 'mole': 9, 'rabbit': 8, 'blue cornbread': 6, 'salmon tostada': 6, 'bison tacos': 6, 'acorn': 6, 'deer': 5}",4.8,0,234,Native American restaurant,37.775483,-122.224652,"3301 E 12th St #133, Oakland, CA 94601",https://www.google.com/maps/place/Wahpepah%E2%80%99s+Kitchen/data=!4m2!3m1!1s0x808f874bb4993f83:0x626f9c3d5d20c45!10m1!1e1
134,134,134,134,134,134,134,134,134,134,Addis,"{'injera': 21, 'price': 16, 'spicy': 13, 'platter': 10, 'honey wine': 8, 'vegan': 8, 'kitfo': 7, 'lentils': 6, 'coffee': 6, 'fish': 5}",4.6,2,410,Ethiopian restaurant,37.847406,-122.260607,"6100 Telegraph Ave, Berkeley, CA 94705",https://www.google.com/maps/place/Addis/data=!4m2!3m1!1s0x80857dd99ba7eac9:0x64c716097d2a4e75!10m1!1e1
135,135,135,135,135,135,135,135,135,135,JollyJolly Coffee & Kitchen,"{'jollof rice': 37, 'plantains': 17, 'soup': 14, 'nigerian': 13, 'oxtail': 11, 'egusi': 8, 'review': 7, 'lentil': 6, 'kale': 5, 'shrimp': 5}",4.5,1,168,African restaurant,37.805756,-122.295832,"1498 7th St Suite B, Oakland, CA 94607",https://www.google.com/maps/place/JollyJolly+Coffee+%26+Kitchen/data=!4m2!3m1!1s0x808f8136cf3c9367:0xfd3fa21b2e5a724d!10m1!1e1
136,136,136,136,136,136,136,136,136,136,Asmara Restaurant,"{'injera': 15, 'atmosphere': 11, 'honey wine': 11, 'spicy': 10, 'lamb': 8, 'ethiopian food': 7, 'home': 7, 'vegetarian': 6, 'tej': 5, 'coffee': 5}",4.6,2,356,Eritrean restaurant,37.836755,-122.262081,"5020 Telegraph Ave, Oakland, CA 94609",https://www.google.com/maps/place/Asmara+Restaurant/data=!4m2!3m1!1s0x80857de101a6741d:0xde8d337f6a53c8db!10m1!1e1
137,137,137,137,137,137,137,137,137,137,Meskie's Ethiopia Restaurant,"{'buffet': 19, 'patio': 14, 'table': 11, 'honey wine': 8, 'food and service': 8, 'environment': 8, 'carrots': 6, 'string beans': 5, 'parking': 5, 'area': 5}",4.4,1,503,Ethiopian restaurant,37.856787,-122.259362,"2955 Telegraph Ave, Berkeley, CA 94705",https://www.google.com/maps/place/Meskie's+Ethiopia+Restaurant/data=!4m2!3m1!1s0x80857dd38186d795:0x6ae401d5f14a70e5!10m1!1e1
138,138,138,138,138,138,138,138,138,138,Ruth's Buka,"{'nigerian food': 24, 'jollof rice': 23, 'plantains': 15, 'spicy': 10, 'fufu': 9, 'egusi soup': 8, 'meat pie': 6, 'goat': 6, 'money': 6, 'west african food': 5}",4.2,2,358,African restaurant,37.772861,-122.201786,"5250 Foothill Blvd, Oakland, CA 94601",https://www.google.com/maps/place/Ruth's+Buka/data=!4m2!3m1!1s0x808f866dec5181a5:0x2be41d247e34b260!10m1!1e1
139,139,139,139,139,139,139,139,139,139,Red Sea Ethiopian & Eritrean Cuisine Restaurant,"{'price': 12, 'buffet': 7, 'the veggie': 7, 'lunch': 5, 'vegetarian': 4, 'happy': 4, 'injera': 3, 'shrimp': 3, 'beer': 3}",4.6,2,301,East African restaurant,37.838289,-122.261414,"5200 Claremont Ave, Oakland, CA 94618",https://www.google.com/maps/place/Red+Sea+Ethiopian+%26+Eritrean+Cuisine+Restaurant/data=!4m2!3m1!1s0x80857de0ea5a5d35:0x367413b6f8c511a4!10m1!1e1
140,140,140,140,140,140,140,140,140,140,Café Colucci,"{'vegan': 32, 'gluten free': 13, 'hands': 11, 'area': 9, 'eggplant': 7, 'mushroom': 7, 'water': 7, 'patio': 6, 'sell': 5, 'teff': 5}",4.5,2,714,Ethiopian restaurant,37.841859,-122.283709,"5849 San Pablo Ave, Oakland, CA 94608",https://www.google.com/maps/place/Caf%C3%A9+Colucci/data=!4m2!3m1!1s0x80857dd7382e4f01:0xeef404a132c138b8!10m1!1e1
141,141,141,141,141,141,141,141,141,141,Barcote Ethiopian Restaurant,"{'patio': 28, 'wot': 14, 'gluten free': 11, 'honey wine': 9, 'sauce': 9, 'samosas': 9, 'kitfo': 7, 'mushroom': 6, 'baklava': 5, 'server': 5}",4.5,2,440,Ethiopian restaurant,37.850848,-122.260167,"6430 Telegraph Ave, Oakland, CA 94609",https://www.google.com/maps/place/Barcote+Ethiopian+Restaurant/data=!4m2!3m1!1s0x80857dd7367bba89:0x503b583d5a6bb620!10m1!1e1
142,142,142,142,142,142,142,142,142,142,Abesha Ethiopian Cuisine,"{'veggie': 11, 'injera': 11, 'hands': 7, 'price': 7, 'the atmosphere': 5, 'platter': 5, 'vegetarian': 5, 'wot': 4, 'mushroom': 3, 'kitfo': 3}",4.5,1,189,Ethiopian restaurant,37.836641,-122.264201,"4929 Shattuck Ave., Oakland, CA 94609",https://www.google.com/maps/place/Abesha+Ethiopian+Cuisine/data=!4m2!3m1!1s0x80857de03576c3f9:0xd24123f25a4548cf!10m1!1e1
143,143,143,143,143,143,143,143,143,143,Shewhat Restaurant / Cafe,"{'eritrean food': 18, 'lamb': 17, 'lentils': 14, 'chicken': 10, 'spinach': 9, 'patio': 9, 'breakfast': 6, 'chef': 6, 'dinner': 6, 'teff': 5}",4.9,1,281,Ethiopian restaurant,37.846729,-122.26559,"6101 Shattuck Ave., Oakland, CA 94609",https://www.google.com/maps/place/Shewhat+Restaurant+%2F+Cafe/data=!4m2!3m1!1s0x80857f325087121d:0xd241453c10b036e6!10m1!1e1
144,144,144,144,144,144,144,144,144,144,Cafe Eritrea D'Afrique,"{'injera': 14, 'price': 14, 'platter': 11, 'spicy': 10, 'lamb': 7, 'kitfo': 5, 'chicken': 5, 'gluten free': 4, 'vegetarian': 4, 'to go': 3}",4.6,2,340,Eritrean restaurant,37.829785,-122.264458,"4069 Telegraph Ave, Oakland, CA 94609",https://www.google.com/maps/place/Cafe+Eritrea+D'Afrique/data=!4m2!3m1!1s0x80857de2b74e1bfd:0x36ecc4a5453dbaae!10m1!1e1
145,145,145,145,145,145,145,145,145,145,Enssaro Ethiopian Restaurant,"{'sampler': 21, 'honey wine': 20, 'qr code': 12, 'party': 10, 'portion size': 9, 'forks': 8, 'bar': 8, 'hummus': 7, 'tej': 6, 'parking': 5}",4.5,2,904,Ethiopian restaurant,37.808663,-122.255854,"357-A Grand Ave, Oakland, CA 94610",https://www.google.com/maps/place/Enssaro+Ethiopian+Restaurant/data=!4m2!3m1!1s0x808f874f40fb9367:0xe504640108c1d8d3!10m1!1e1
146,146,146,146,146,146,146,146,146,146,House of Tadu Ethiopian Kitchen,"{'lamb': 22, 'take out': 13, 'area': 12, 'kitfo': 9, 'entree': 8, 'chicken tibs': 6, 'beets': 6, 'sides': 6, 'environment': 5, 'tenderloin': 5}",4.4,2,681,Ethiopian restaurant,37.773859,-122.39179,"1130 4th St, San Francisco, CA 94158",https://www.google.com/maps/place/House+of+Tadu+Ethiopian+Kitchen/data=!4m2!3m1!1s0x808f7fd0f30d2225:0xaa487dc740be48b4!10m1!1e1
147,147,147,147,147,147,147,147,147,147,Jot Mahal Palace of Indian Cuisine,"{'buffet': 83, 'organic': 23, 'garlic naan': 13, 'pakora': 13, 'ingredients': 10, 'gulab jamun': 10, 'rice pudding': 8, 'kofta': 8, 'paneer tikka masala': 7, 'dal makhani': 7}",4.5,2,591,Indian restaurant,37.878744,-122.268842,"1543 Shattuck Ave., Berkeley, CA 94709",https://www.google.com/maps/place/Jot+Mahal+Palace+of+Indian+Cuisine/data=!4m2!3m1!1s0x80857ea1198b306f:0x7b48f6781fffb306!10m1!1e1
148,148,148,148,148,148,148,148,148,148,Kabana Restaurant,"{'pakistani food': 14, 'paratha': 10, 'naan': 9, 'spicy': 7, 'curries': 6, 'tandoori chicken': 6, 'biriyani': 6, 'tandoori fish': 5, 'goat': 5, 'kabab': 5}",4.2,2,141,Restaurant,37.869097,-122.293088,"1025 University Ave, Berkeley, CA 94710",https://www.google.com/maps/place/Kabana+Restaurant/data=!4m2!3m1!1s0x80857ec1cff91e33:0xa58d989aacf18f90!10m1!1e1
149,149,149,149,149,149,149,149,149,149,Kendejah Restaurant,"{'oxtails': 47, 'jollof rice': 23, 'fufu': 20, 'plantains': 18, 'liberian cuisine': 17, 'greens': 13, 'pepper sauce': 11, 'stew': 10, 'rice and beans': 9, 'bone': 8}",4.5,1,328,West African restaurant,37.722604,-122.154657,"197 Pelton Center Way, San Leandro, CA 94577",https://www.google.com/maps/place/Kendejah+Restaurant/data=!4m2!3m1!1s0x808f8f95b327e219:0x14fd17f0689aebdf!10m1!1e1
150,150,150,150,150,150,150,150,150,150,Namaste Madras Cuisine,"{'buffet': 34, 'naan': 14, 'south indian food': 10, 'masala dosa': 10, 'chutney': 9, 'sambar': 9, 'vegan': 7, 'building': 7, 'atmosphere': 5, 'to go': 5}",3.9,2,274,Indian restaurant,37.867133,-122.267405,"2323 Shattuck Ave., Berkeley, CA 94704",https://www.google.com/maps/place/Namaste+Madras+Cuisine/data=!4m2!3m1!1s0x80857e9d3b95da43:0xc971bbf5c4c656a0!10m1!1e1
151,151,151,151,151,151,151,151,151,151,Bag O'Crab,"{'price': 21, 'sauce': 13, 'shrimp': 12, 'potatoes': 11, 'crawfish': 9, 'spicy': 9, 'clams': 7, 'sausages': 6, 'noodles': 6, 'fried': 5}",4.3,2,282,Seafood restaurant,37.870202,-122.267227,"2124 Center St, Berkeley, CA 94704",https://www.google.com/maps/place/Bag+O'Crab/data=!4m2!3m1!1s0x80857f19204c541b:0x8ab2daba0741fae8!10m1!1e1
152,152,152,152,152,152,152,152,152,152,Empire Buffet,"{'seafood': 33, 'sushi': 26, 'tip': 23, 'pay': 17, 'crab': 14, 'adult': 13, 'shellfish': 11, 'stomach': 10, 'hungry': 9, 'force': 5}",3.9,2,1378,Buffet restaurant,37.955884,-122.331882,"700 San Pablo Towne Center, San Pablo, CA 94806",https://www.google.com/maps/place/Empire+Buffet/data=!4m2!3m1!1s0x8085778ca0f03b13:0xc227c0564193ed77!10m1!1e1
153,153,153,153,153,153,153,153,153,153,Flavors of India,"{'naan': 15, 'tikka masala': 14, 'take out': 9, 'garlic': 6, 'prices': 6, 'delivery': 5, 'samosa': 4, 'pakoras': 3, 'tables': 3}",3.9,2,132,Indian restaurant,37.851081,-122.252154,"3211 College Ave, Berkeley, CA 94705",https://www.google.com/maps/place/Flavors+of+India/data=!4m2!3m1!1s0x80857dc56974fbf9:0xa5bb874d9540af47!10m1!1e1
154,154,154,154,154,154,154,154,154,154,Mount Everest Restaurant,"{'momos': 23, 'atmosphere': 11, 'chicken tikka masala': 9, 'lamb': 8, 'garlic naan': 7, 'pakora': 6, 'chow mein': 6, 'samosa': 6, 'vegan': 5, 'soup': 5}",4.2,2,414,Nepalese restaurant,37.863338,-122.258963,"2598 Telegraph Ave, Berkeley, CA 94704",https://www.google.com/maps/place/Mount+Everest+Restaurant/data=!4m2!3m1!1s0x80857c2c1196fa43:0x3dd3b3fc1bc14bf!10m1!1e1
155,155,155,155,155,155,155,155,155,155,MoMo Masalas,"{'butter chicken': 11, 'home': 10, 'samosas': 8, 'masala chai': 7, 'jhol momo': 7, 'sauce': 6, 'nepalese food': 6, 'sweet': 6, 'owner': 5, 'chili paneer': 5}",4.7,0,211,Modern Indian restaurant,37.875308,-122.259729,"2505 Hearst Ave B, Berkeley, CA 94709",https://www.google.com/maps/place/MoMo+Masalas/data=!4m2!3m1!1s0x80857c2162c65187:0xd16847c37f0388af!10m1!1e1
156,156,156,156,156,156,156,156,156,156,Freehouse,"{'bar': 15, 'students': 10, 'prices': 9, 'campus': 8, 'courtyard': 6, 'brussels sprouts': 4, 'craft beer': 4, 'chicken sandwich': 4}",4.2,2,304,American restaurant,37.869059,-122.254355,"2700 Bancroft Way, Berkeley, CA 94704",https://www.google.com/maps/place/Freehouse/data=!4m2!3m1!1s0x80857c2fdec33747:0x2b8f19ab228437ed!10m1!1e1
157,157,157,157,157,157,157,157,157,157,FatApple’s Berkeley Restaurant and Bakery,"{'breakfast': 40, 'cheese puffs': 14, 'waffles': 11, 'baked goods': 8, 'comfort food': 7, 'quiche': 7, 'brunch': 7, 'apple pie': 6, 'pumpkin': 6, 'olallieberry': 5}",4.4,2,361,American restaurant,37.88154,-122.274283,"1346 Martin Luther King Jr Way, Berkeley, CA 94709",https://www.google.com/maps/place/FatApple%E2%80%99s+Berkeley+Restaurant+and+Bakery/data=!4m2!3m1!1s0x80857ea5060fea8b:0xe1c08e9deada0ba0!10m1!1e1
158,158,158,158,158,158,158,158,158,158,Barney's Gourmet Hamburgers,"{'milkshakes': 44, 'onion rings': 17, 'patio': 16, 'sweet potato fries': 9, 'curly fries': 9, 'birthday': 6, 'truffle': 6, 'fireplace': 5, 'well done': 5, 'chipotle': 5}",4.4,2,736,Hamburger restaurant,37.878115,-122.269388,"1600 Shattuck Ave. #112, Berkeley, CA 94709",https://www.google.com/maps/place/Barney's+Gourmet+Hamburgers/data=!4m2!3m1!1s0x80857ea10eb777ab:0xabdec8f3a0b2a828!10m1!1e1
159,159,159,159,159,159,159,159,159,159,Bongo Burger,"{'mushroom': 12, 'falafel': 10, 'breakfast': 10, 'lamb': 9, 'juicy': 8, 'onion rings': 8, 'kabob': 7, 'plate': 7, 'wrap': 6, 'tabouli': 5}",4.3,1,327,Hamburger restaurant,37.865276,-122.258177,"2505 Dwight Way, Berkeley, CA 94704",https://www.google.com/maps/place/Bongo+Burger/data=!4m2!3m1!1s0x80857c2178fdcf13:0x8c8cd2db04dfcba3!10m1!1e1
160,160,160,160,160,160,160,160,160,160,The Smokehouse,"{'shakes': 138, 'chili cheese fries': 11, 'dairy': 11, 'chili dog': 10, 'comfort food': 9, 'fish and chips': 8, 'cheese dog': 7, 'grilled onions': 7, 'picnic tables': 5, 'smoke house': 5}",4.4,1,1390,Hamburger restaurant,37.853174,-122.259868,"3115 Telegraph Ave, Berkeley, CA 94705",https://www.google.com/maps/place/The+Smokehouse/data=!4m2!3m1!1s0x80857dd6cb0871ef:0x95af650fab615f5f!10m1!1e1
161,161,161,161,161,161,161,161,161,161,Bongo Burger,"{'price': 18, 'lamb': 6, 'student': 4, 'breakfast': 4, 'wrap': 4, 'falafel': 3, 'fast food': 3}",4.3,1,199,Hamburger restaurant,37.870281,-122.266456,"2154 Center St, Berkeley, CA 94704",https://www.google.com/maps/place/Bongo+Burger/data=!4m2!3m1!1s0x80857e9dec8f4925:0x9c03432f38982ac2!10m1!1e1
162,162,162,162,162,162,162,162,162,162,Top Dog,"{'night': 29, 'grill': 27, 'condiments': 27, 'buns': 26, 'sauerkraut': 25, 'hot link': 24, 'student': 17, 'wall': 15, 'mango': 11, 'campus': 5}",4.6,1,1249,Hot dog restaurant,37.867857,-122.25738,"2534 Durant Ave, Berkeley, CA 94704",https://www.google.com/maps/place/Top+Dog/data=!4m2!3m1!1s0x80857c2f0f0b62f3:0x14685641969b3c98!10m1!1e1
163,163,163,163,163,163,163,163,163,163,Masa Ramen Bistro,"{'broth': 17, 'egg': 10, 'spicy': 8, 'spam musubi': 7, 'loco moco': 6, 'hawaiian': 6, 'atmosphere': 5, 'curry': 5, 'fries': 5, 'oxtail ramen': 4}",4.6,2,104,Ramen restaurant,37.871817,-122.272383,"1923 University Ave, Berkeley, CA 94704",https://www.google.com/maps/place/Masa+Ramen+Bistro/data=!4m2!3m1!1s0x80857f3f0d1db963:0xe2e61e9d564309ab!10m1!1e1
164,164,164,164,164,164,164,164,164,164,Ko Stop,"{'chicken': 18, 'atmosphere': 8, 'fries': 6, 'garlic': 6, 'server': 3, 'environment': 3}",4.5,2,153,Korean restaurant,37.867968,-122.259977,"2431 Durant Ave A, Berkeley, CA 94704",https://www.google.com/maps/place/Ko+Stop/data=!4m2!3m1!1s0x80857d236da3f315:0xd52141e246325391!10m1!1e1
165,165,165,165,165,165,165,165,165,165,Korean Superette,"{'bento': 12, 'patio': 11, 'spicy': 11, 'snacks': 7, 'market': 6, 'ramen': 6, 'tofu stew': 6, 'rice cakes': 5, 'garden': 5, 'atmosphere': 5}",4.7,2,131,Korean restaurant,37.891183,-122.286323,"1539 Solano Ave, Berkeley, CA 94707",https://www.google.com/maps/place/Korean+Superette/data=!4m2!3m1!1s0x808579159b05e68f:0xe5ee55eb74bcde22!10m1!1e1
166,166,166,166,166,166,166,166,166,166,Kimchi Garden,"{'rice': 8, 'bibimbap': 7, 'miso soup': 6, 'tteokbokki': 6, 'bowl': 5, 'spam': 4, 'omelette': 4, 'kiosk': 3, 'mayo': 3, 'students': 3}",4.2,1,278,Korean restaurant,37.868195,-122.258237,"2517 Durant Ave suite b, Berkeley, CA 94704",https://www.google.com/maps/place/Kimchi+Garden/data=!4m2!3m1!1s0x80857c2f1532bf9b:0x28d192dfce89c7ef!10m1!1e1
167,167,167,167,167,167,167,167,167,167,Spoon Korean Bistro,"{'spicy': 48, 'side dishes': 21, 'patio': 20, 'chicken wings': 19, 'BBQ': 15, 'sushi': 8, 'porridge': 7, 'seafood pancake': 6, 'kimchi pancake': 6, 'appetizer': 6}",4.4,2,658,Korean restaurant,37.851661,-122.289856,"933 Ashby Ave, Berkeley, CA 94710",https://www.google.com/maps/place/Spoon+Korean+Bistro/data=!4m2!3m1!1s0x80857ef5173b1d6f:0xb91f1e11369ac06a!10m1!1e1
168,168,168,168,168,168,168,168,168,168,Steve's Korean Bar-B-Que,"{'rice': 13, 'korean bbq': 11, 'spicy': 10, 'short ribs': 9, 'pork': 8, 'sauce': 6, 'lunch': 6, 'servings': 4, 'bibimbap': 4, 'grill': 3}",4.1,1,164,Korean restaurant,37.868314,-122.258051,"2521 Durant Ave g, Berkeley, CA 94704",https://www.google.com/maps/place/Steve's+Korean+Bar-B-Que/data=!4m2!3m1!1s0x80857c2f137d25a5:0x57f12249084e22a2!10m1!1e1
169,169,169,169,169,169,169,169,169,169,Bop Shop x Vons Chicken x Sojumo,"{'fried chicken': 12, 'sauce': 9, 'kimchi': 8, 'bibimbap': 5, 'coleslaw': 4, 'honey': 4, 'butter': 3, 'poke bowl': 3, 'salmon': 3, 'tacos': 3}",4.4,1,112,Korean restaurant,37.891519,-122.27928,"1823 Solano Ave, Berkeley, CA 94707",https://www.google.com/maps/place/Bop+Shop+x+Vons+Chicken+x+Sojumo/data=!4m2!3m1!1s0x8085794d2b940601:0xa2ab41499b0287f4!10m1!1e1
170,170,170,170,170,170,170,170,170,170,Seoul Hotdog,"{'korean corn dogs': 14, 'batter': 13, 'sugar': 13, 'sweet potato': 11, 'snack': 9, 'fried': 8, 'mozzarella': 7, 'area': 7, 'crust': 6, 'cheetos': 6}",4.8,0,228,Hot dog restaurant,37.875495,-122.25981,"2505 Hearst Ave D, Berkeley, CA 94709",https://www.google.com/maps/place/Seoul+Hotdog/data=!4m2!3m1!1s0x80857d8ab8721ac9:0xb5dfd3ea8d5adf77!10m1!1e1
171,171,171,171,171,171,171,171,171,171,Pyeong Chang Tofu Berkeley 버클리 평창 순두부,"{'bibimbap': 21, 'spicy': 21, 'kimchi': 16, 'rice': 13, 'banchan': 10, 'bowl': 9, 'seafood': 8, 'pancake': 6, 'wings': 5, 'short rib': 5}",4.4,2,237,Korean restaurant,37.86991,-122.287547,"1269 University Ave, Berkeley, CA 94702",https://www.google.com/maps/place/Pyeong+Chang+Tofu+Berkeley+%EB%B2%84%ED%81%B4%EB%A6%AC+%ED%8F%89%EC%B0%BD+%EC%88%9C%EB%91%90%EB%B6%80/data=!4m2!3m1!1s0x80857f1b57ea7955:0x829ded6b546f4286!10m1!1e1
172,172,172,172,172,172,172,172,172,172,Bear's Ramen House,"{'kimchi fried rice': 8, 'spam': 5, 'fried noodle': 4, 'cash': 4, 'broth': 4, 'feel': 4}",3.8,1,113,Korean restaurant,37.868238,-122.25801,"2521 Durant Ave, Berkeley, CA 94704",https://www.google.com/maps/place/Bear's+Ramen+House/data=!4m2!3m1!1s0x80857c2f137d25a5:0xa38e4fd4d4102323!10m1!1e1
173,173,173,173,173,173,173,173,173,173,Pyeong Chang Tofu House Oakland 오클랜드 평창 순두부,"{'tofu soup': 65, 'spicy': 31, 'rice': 27, 'pancake': 26, 'seafood': 23, 'side dishes': 23, 'bibimbap': 17, 'server': 8, 'cabbage': 6, 'appetizer': 5}",4.5,2,588,Korean restaurant,37.834502,-122.263363,"4701 Telegraph Ave, Oakland, CA 94609",https://www.google.com/maps/place/Pyeong+Chang+Tofu+House+Oakland+%EC%98%A4%ED%81%B4%EB%9E%9C%EB%93%9C+%ED%8F%89%EC%B0%BD+%EC%88%9C%EB%91%90%EB%B6%80/data=!4m2!3m1!1s0x80857de188d10765:0x7fd9fe7483bb5e5a!10m1!1e1
174,174,174,174,174,174,174,174,174,174,Bowl'd Korean Rice Bar,"{'spicy': 39, 'pancake': 31, 'ramen': 21, 'seafood': 15, 'dinner': 14, 'kimchi fried rice': 13, 'grain': 8, 'short ribs': 8, 'appetizer': 8, 'grill': 7}",4.4,2,755,Korean restaurant,37.890996,-122.288276,"1479 Solano Ave, Albany, CA 94706",https://www.google.com/maps/place/Bowl'd+Korean+Rice+Bar/data=!4m2!3m1!1s0x808579358104f907:0x276b9fdf3f85033!10m1!1e1
175,175,175,175,175,175,175,175,175,175,Joodooboo,"{'banchan': 21, 'fried tofu': 6, 'ingredients': 6, 'sauce': 5, 'bowl': 5, 'subscriptions': 4, 'vegan': 4, 'light': 4, 'pickles': 3, 'deli': 3}",4.7,2,107,Korean restaurant,37.832543,-122.273696,"4201 Market St, Oakland, CA 94608",https://www.google.com/maps/place/Joodooboo/data=!4m2!3m1!1s0x80857f1d4794619b:0x435cb26d1b3b0b6f!10m1!1e1
176,176,176,176,176,176,176,176,176,176,Hancook,"{'hot pot': 16, 'pancake': 10, 'soup': 10, 'shabu shabu': 7, 'BBQ': 7, 'to go': 7, 'all you can eat': 6, 'server': 6, 'bowl': 5, 'bibimbap': 5}",4.3,0,227,Korean restaurant,37.831895,-122.263949,"4315 Telegraph Ave, Oakland, CA 94609",https://www.google.com/maps/place/Hancook/data=!4m2!3m1!1s0x80857d582b5a90d9:0x15bbf9bb2e04d510!10m1!1e1
