,title,category,latitude,longitude,address,link,monday,tuesday,wednesday,thursday,friday,saturday,sunday,date,time
684,Saison,New American restaurant,37.779523,-122.392269,"178 Townsend St, San Francisco, CA 94107",https://www.google.com/maps/place/Saison/data=!4m2!3m1!1s0x1532f708d8374a3d:0x77a00452793abd5c!10m1!1e1,,,,,,,,,
685,Pacific Catch,Seafood restaurant,37.80061,-122.436686,"2027 Chestnut St, San Francisco, CA 94123",https://www.google.com/maps/place/Pacific+Catch/data=!4m2!3m1!1s0x808580d7481293a5:0x72e362536fe79765!10m1!1e1,,,,,,,,,
686,Top of the Mark,Bar,37.791749,-122.410239,"999 California St, San Francisco, CA 94108",https://www.google.com/maps/place/Top+of+the+Mark/data=!4m2!3m1!1s0x8085808d06b554a7:0x8897bfdc54a00b7b!10m1!1e1,,,,,,,,,
687,Mona Lisa Restaurant,Italian restaurant,37.798373,-122.407761,"353 Columbus Avenue, San Francisco, CA, 94133-3907, San Francisco, CA 94133",https://www.google.com/maps/place/Mona+Lisa+Restaurant/data=!4m2!3m1!1s0x808580f3f27d103b:0xb2c9054b11f5e423!10m1!1e1,,,,,,,,,
688,Spruce,New American restaurant,37.787605,-122.452785,"3640 Sacramento St, San Francisco, CA 94118",https://www.google.com/maps/place/Spruce/data=!4m2!3m1!1s0x808587317bf94eff:0xb16d662a9194be31!10m1!1e1,,,,,,,,,
689,Zuni Café,Californian restaurant,37.7736,-122.421608,"1658 Market St, San Francisco, CA 94102",https://www.google.com/maps/place/Zuni+Caf%C3%A9/data=!4m2!3m1!1s0x8085809fabbdbb3b:0x9f78fd6bc9972489!10m1!1e1,,,,,,,,,
690,Flour + Water,Italian restaurant,37.75894,-122.412286,"2401 Harrison St, San Francisco, CA 94110",https://www.google.com/maps/place/Flour+%2B+Water/data=!4m2!3m1!1s0x808f7e375e82560d:0x672c242d518603e0!10m1!1e1,,,,,,,,,
691,ROOFTOP 25,New American restaurant,37.778468,-122.394311,"25 Lusk St, San Francisco, CA 94107",https://www.google.com/maps/place/ROOFTOP+25/data=!4m2!3m1!1s0x808f7fd640263903:0xf813d8d02ecda3b3!10m1!1e1,,,,,,,,,
692,Mister Jiu's,Chinese restaurant,37.793767,-122.406586,"28 Waverly Pl, San Francisco, CA 94108",https://www.google.com/maps/place/Mister+Jiu's/data=!4m2!3m1!1s0x8085808b60c910c9:0x5ad9c0ce21e403c8!10m1!1e1,,,,,,,,,
693,Nick's Lighthouse,Seafood restaurant,37.808411,-122.416015,"2815 Taylor St, San Francisco, CA 94133",https://www.google.com/maps/place/Nick's+Lighthouse/data=!4m2!3m1!1s0x808580e3af4aa137:0xafaa23352847518!10m1!1e1,,,,,,,,,
694,Sabella & La Torre,Seafood restaurant,37.808441,-122.415941,"2809 Taylor St, San Francisco, CA 94133",https://www.google.com/maps/place/Sabella+%26+La+Torre/data=!4m2!3m1!1s0x808580e3aebda2a5:0x3e1a23530824de7a!10m1!1e1,,,,,,,,,
695,Sears Fine Food,American restaurant,37.788794,-122.408741,"439 Powell St, San Francisco, CA 94102",https://www.google.com/maps/place/Sears+Fine+Food/data=!4m2!3m1!1s0x8085808e95fd6d95:0xa063cdfb251246fa!10m1!1e1,,,,,,,,,
696,The Grove - Yerba Buena,American restaurant,37.786542,-122.401986,"690 Mission St, San Francisco, CA 94105",https://www.google.com/maps/place/The+Grove+-+Yerba+Buena/data=!4m2!3m1!1s0x80858087ec8d9c89:0x74ef87a11bfe299c!10m1!1e1,,,,,,,,,
697,Waterbar Restaurant,Seafood restaurant,37.790493,-122.389042,"399 The Embarcadero, San Francisco, CA 94105",https://www.google.com/maps/place/Waterbar+Restaurant/data=!4m2!3m1!1s0x808580701a2e7981:0xaf3b5f75b122566d!10m1!1e1,,,,,,,,,
698,Sotto Mare,Seafood restaurant,37.79975,-122.408345,"552 Green St, San Francisco, CA 94133",https://www.google.com/maps/place/Sotto+Mare/data=!4m2!3m1!1s0x808580f15632f641:0xa45875806e285c25!10m1!1e1,,,,,,,,,
699,Fino,Italian restaurant,37.788008,-122.412347,"624 Post St, San Francisco, CA 94109",https://www.google.com/maps/place/Fino/data=!4m2!3m1!1s0x8085808e1afde7e7:0x7e8062403f2e62a5!10m1!1e1,,,,,,,,,
700,Harris' Restaurant - The San Francisco Steakhouse,Steak house,37.795016,-122.422997,"2100 Van Ness Ave, San Francisco, CA 94109",https://www.google.com/maps/place/Harris'+Restaurant+-+The+San+Francisco+Steakhouse/data=!4m2!3m1!1s0x808580e9f67d1f2f:0xec7c31479005259b!10m1!1e1,,,,,,,,,
701,Royal Exchange Restaurant,American restaurant,37.794143,-122.399209,"301 Sacramento St, San Francisco, CA 94111",https://www.google.com/maps/place/Royal+Exchange+Restaurant/data=!4m2!3m1!1s0x80858061a424e663:0xeeb6f2eb4a067c9!10m1!1e1,,,,,,,,,
702,Octavia,New American restaurant,37.787965,-122.427106,"1701 Octavia St, San Francisco, CA 94109",https://www.google.com/maps/place/Octavia/data=!4m2!3m1!1s0x808580bf768c7db3:0xe3bc0ff2f5356266!10m1!1e1,,,,,,,,,
703,The Stinking Rose,Italian restaurant,37.799102,-122.408167,"430 Columbus Ave, San Francisco, CA 94133",https://www.google.com/maps/place/The+Stinking+Rose/data=!4m2!3m1!1s0x808580f38b929d5b:0xf78790e8d70230fa!10m1!1e1,,,,,,,,,
704,Prospect,New American restaurant,37.789794,-122.390957,"300 Spear St, San Francisco, CA 94105",https://www.google.com/maps/place/Prospect/data=!4m2!3m1!1s0x8085807abcf7cfb1:0xc1f1b6ad331d9d1b!10m1!1e1,,,,,,,,,
705,Liholiho Yacht Club,Restaurant,37.788226,-122.414605,"871 Sutter St, San Francisco, CA 94109",https://www.google.com/maps/place/Liholiho+Yacht+Club/data=!4m2!3m1!1s0x8085809226a75491:0xb16e391a9d832609!10m1!1e1,,,,,,,,,
706,Boulevard,American restaurant,37.79327,-122.392868,"1 Mission St, San Francisco, CA 94105",https://www.google.com/maps/place/Boulevard/data=!4m2!3m1!1s0x808580644adbec17:0x34b391d08d9fe6bc!10m1!1e1,,,,,,,,,
707,Californios,Mexican restaurant,37.771467,-122.412872,"355 11th St, San Francisco, CA 94103",https://www.google.com/maps/place/Californios/data=!4m2!3m1!1s0x808f7e38c2f4f021:0x752aa9a19541656d!10m1!1e1,,,,,,,,,
708,Tadich Grill,Seafood restaurant,37.793435,-122.399449,"240 California St, San Francisco, CA 94111",https://www.google.com/maps/place/Tadich+Grill/data=!4m2!3m1!1s0x8085806190d758a9:0x6af5b322c8347fe5!10m1!1e1,,,,,,,,,
709,Nightbird,Fine dining restaurant,37.776517,-122.422797,"330 Gough St, San Francisco, CA 94102",https://www.google.com/maps/place/Nightbird/data=!4m2!3m1!1s0x80858098b84f37cb:0x61448606471aba68!10m1!1e1,,,,,,,,,
710,Kokkari Estiatorio,Greek restaurant,37.797032,-122.399756,"200 Jackson St, San Francisco, CA 94111",https://www.google.com/maps/place/Kokkari+Estiatorio/data=!4m2!3m1!1s0x80858060747de94d:0xb3d399f14d2b6c40!10m1!1e1,,,,,,,,,
711,Mourad,Fine dining restaurant,37.786773,-122.399975,"140 New Montgomery St #1, San Francisco, CA 94105",https://www.google.com/maps/place/Mourad/data=!4m2!3m1!1s0x8085807d3f01a483:0xa8e386b194f11d36!10m1!1e1,,,,,,,,,
712,MKT Restaurant and Bar,New American restaurant,37.786486,-122.404455,"757 Market St, San Francisco, CA 94103",https://www.google.com/maps/place/MKT+Restaurant+and+Bar/data=!4m2!3m1!1s0x8085808883879e69:0x5c66fd4b7e4405af!10m1!1e1,,,,,,,,,
713,Wayfare Tavern,American restaurant,37.794,-122.402337,"558 Sacramento St, San Francisco, CA 94111",https://www.google.com/maps/place/Wayfare+Tavern/data=!4m2!3m1!1s0x8085808a62f79413:0x3754c526852815b7!10m1!1e1,,,,,,,,,
714,Birdsong,American restaurant,37.779393,-122.410382,"1085 Mission St, San Francisco, CA 94103",https://www.google.com/maps/place/Birdsong/data=!4m2!3m1!1s0x808580837c6f0b4f:0x8b8b97cdd11ec11c!10m1!1e1,,,,,,,,,
715,Fog Harbor Fish House,Seafood restaurant,37.808989,-122.410297,"39 pier, San Francisco, CA 94133",https://www.google.com/maps/place/Fog+Harbor+Fish+House/data=!4m2!3m1!1s0x808580fc8bb3211d:0x5a423e79bde2d7a6!10m1!1e1,,,,,,,,,
716,Ryptic Room Escape Mountain View,Escape room center,37.41351,-122.088454,"1931 Old Middlefield Way unit x, Mountain View, CA 94043",https://www.google.com/maps/place/Ryptic+Room+Escape+Mountain+View/data=!4m2!3m1!1s0x808fb0aa0864f6d7:0xd2b58428e3c0a23d!10m1!1e1,,,,,,,,,
717,Heist Escape Room,Escape room center,37.532835,-121.957879,"3913 Washington Blvd, Fremont, CA 94538",https://www.google.com/maps/place/Heist+Escape+Room/data=!4m2!3m1!1s0x808fc0d26367ba59:0xd05c9a37acbd2cc0!10m1!1e1,,,,,,,,,
718,Xcapade Hayward,Escape room center,37.618141,-122.066615,"1627 Industrial Pkwy W, Hayward, CA 94544",https://www.google.com/maps/place/Xcapade+Hayward/data=!4m2!3m1!1s0x808f9436b4dfccf9:0xf19e0fcea5011117!10m1!1e1,,,,,,,,,
719,EDscapade Games,Escape room center,37.382302,-121.895082,"1150 Murphy Ave #200, San Jose, CA 95131",https://www.google.com/maps/place/EDscapade+Games/data=!4m2!3m1!1s0x808fcd2515c126b9:0x1efb0f4277f771ca!10m1!1e1,,,,,,,,,
720,OMESCAPE - Sunnyvale,Escape room center,37.381095,-121.999518,"1135 E Arques Ave, Sunnyvale, CA 94085",https://www.google.com/maps/place/OMESCAPE+-+Sunnyvale/data=!4m2!3m1!1s0x808fb7d7a60f2a8d:0x9b7d9e6b9c528fe9!10m1!1e1,,,,,,,,,
721,Off The Couch Games,Amusement center,37.567771,-121.973,"555 Mowry Ave, Fremont, CA 94536",https://www.google.com/maps/place/Off+The+Couch+Games/data=!4m2!3m1!1s0x808fca3420610727:0x7cc73a2e52fa1d8b!10m1!1e1,,,,,,,,,
722,Breakout Studios,Escape room center,37.337393,-121.891861,"99 N First St Suite 225, San Jose, CA 95113",https://www.google.com/maps/place/Breakout+Studios/data=!4m2!3m1!1s0x808fcdfd32257737:0x9f1669ad57e4ee3e!10m1!1e1,,,,,,,,,
723,PanIQ Escape Room San Jose,Escape room center,37.320767,-121.808591,"2270 Quimby Rd, San Jose, CA 95122",https://www.google.com/maps/place/PanIQ+Escape+Room+San+Jose/data=!4m2!3m1!1s0x808e2d618f81459f:0xcd66ba6bc01ad019!10m1!1e1,,,,,,,,,
724,OMESCAPE - Richmond,Escape room center,37.898704,-122.311021,"California, Richmond, Jacuzzi St, OMESCAPE - Richmond邮政编码: 94804",https://www.google.com/maps/place/OMESCAPE+-+Richmond/data=!4m2!3m1!1s0x808578df80fccc3d:0x8ca05c26ec26d882!10m1!1e1,,,,,,,,,
725,Red Door Escape Room,Escape room center,37.971174,-122.059283,"2075 Diamond Blvd Suite 275, Concord, CA 94520",https://www.google.com/maps/place/Red+Door+Escape+Room/data=!4m2!3m1!1s0x80856796296ff887:0x98d08a4c4d0d2776!10m1!1e1,,,,,,,,,
726,The Escape Game San Francisco (Downtown),Escape room center,37.789536,-122.403657,"150 Kearny St, San Francisco, CA 94108",https://www.google.com/maps/place/The+Escape+Game+San+Francisco+(Downtown)/data=!4m2!3m1!1s0x808581549660ee13:0xe2b61ff80b5085b1!10m1!1e1,,,,,,,,,
727,The Escape Game San Francisco (Fisherman's Wharf),Escape room center,37.808224,-122.414713,"145 Jefferson St Suite 500, San Francisco, CA 94133",https://www.google.com/maps/place/The+Escape+Game+San+Francisco+(Fisherman's+Wharf)/data=!4m2!3m1!1s0x80858132e167010b:0x46622be1df712cc8!10m1!1e1,,,,,,,,,
728,EscapeSF,Escape room center,37.793718,-122.404506,"602 Kearny St, San Francisco, CA 94108",https://www.google.com/maps/place/EscapeSF/data=!4m2!3m1!1s0x8085808b0405993f:0x95bbf054665e8c21!10m1!1e1,,,,,,,,,
729,Escape Oakland,Escape room center,37.800395,-122.275801,"522 7th St, Oakland, CA 94607",https://www.google.com/maps/place/Escape+Oakland/data=!4m2!3m1!1s0x808f8154a2acc8fd:0x5849b6da1b15b37!10m1!1e1,,,,,,,,,
730,Reason,Escape room center,37.770883,-122.41324,"364 11th St, San Francisco, CA 94103",https://www.google.com/maps/place/Reason/data=!4m2!3m1!1s0x808f7d93c8749c59:0x7afd572893f11fb2!10m1!1e1,,,,,,,,,
731,PanIQ Escape Room San Francisco,Escape room center,37.762596,-122.41976,"2146 Mission St, San Francisco, CA 94110",https://www.google.com/maps/place/PanIQ+Escape+Room+San+Francisco/data=!4m2!3m1!1s0x80858093c33d6533:0x4132c4d4bccb1e18!10m1!1e1,,,,,,,,,
732,Palace Games,Escape room center,37.803238,-122.449309,"3362 Palace Dr, San Francisco, CA 94123",https://www.google.com/maps/place/Palace+Games/data=!4m2!3m1!1s0x808586d4e40e90f1:0x23218b60213ac0fb!10m1!1e1,,,,,,,,,
733,Ryptic Room Escape,Escape room center,37.565249,-122.323053,"205 E 3rd Ave, San Mateo, CA 94401",https://www.google.com/maps/place/Ryptic+Room+Escape/data=!4m2!3m1!1s0x808f9e706249a7d9:0x4f73b57f0cbf0fd!10m1!1e1,,,,,,,,,
734,Trivium Games,Escape room center,37.830264,-122.279324,"3996 San Pablo Ave H, Emeryville, CA 94608",https://www.google.com/maps/place/Trivium+Games/data=!4m2!3m1!1s0x80857fa1685947bb:0xe119361085d51eff!10m1!1e1,,,,,,,,,
735,Diablo Escapes,Escape room center,37.898011,-122.067605,"1948 Mt Diablo Blvd, Walnut Creek, CA 94596",https://www.google.com/maps/place/Diablo+Escapes/data=!4m2!3m1!1s0x808561edc967c1a1:0x123f58a04af6faff!10m1!1e1,,,,,,,,,
736,Red Door Escape Room,Escape room center,37.5385,-122.301928,"90 Hillsdale Mall, San Mateo, CA 94403",https://www.google.com/maps/place/Red+Door+Escape+Room/data=!4m2!3m1!1s0x808f9fc98522f55f:0xaa18bb9b2ce1b810!10m1!1e1,,,,,,,,,
737,Limitless Escape Games,Escape room center,37.689854,-121.80516,"51 Wright Brothers Ave suite c, Livermore, CA 94551",https://www.google.com/maps/place/Limitless+Escape+Games/data=!4m2!3m1!1s0x808fe7d4a034fed9:0x9c0d8a55e703f0b6!10m1!1e1,,,,,,,,,
738,Beat The Lock Escape Room,Escape room center,37.343438,-121.929667,"2131 The Alameda A, San Jose, CA 95126",https://www.google.com/maps/place/Beat+The+Lock+Escape+Room/data=!4m2!3m1!1s0x808fcb0bcfd5c8ed:0x7b199082c0362ec5!10m1!1e1,,,,,,,,,
739,Limitless Escape Games,Escape room center,37.677773,-121.87596,"1809 Santa Rita Rd # C, Pleasanton, CA 94566",https://www.google.com/maps/place/Limitless+Escape+Games/data=!4m2!3m1!1s0x808fe9d590d31467:0xc3677e7de774e1b5!10m1!1e1,,,,,,,,,
740,The Morris,New American restaurant,37.76298,-122.40848,"2501 Mariposa St, San Francisco, CA 94110",https://www.google.com/maps/place/The+Morris/data=!4m2!3m1!1s0x808f7e310d3891a9:0xc9872041746a8751!10m1!1e1,,,,,,,,,
741,Quince,Fine dining restaurant,37.797473,-122.403296,"470 Pacific Ave, San Francisco, CA 94133",https://www.google.com/maps/place/Quince/data=!4m2!3m1!1s0x808580bf9d87b8f1:0xfbe6db33303c954a!10m1!1e1,,,,,,,,,
742,Bouche,French restaurant,37.790251,-122.407354,"603 Bush St, San Francisco, CA 94108",https://www.google.com/maps/place/Bouche/data=!4m2!3m1!1s0x8085808c014eaf69:0xe6a444b31c1408c7!10m1!1e1,,,,,,,,,
743,La Ciccia,Italian restaurant,37.741929,-122.426644,"291 30th St, San Francisco, CA 94131",https://www.google.com/maps/place/La+Ciccia/data=!4m2!3m1!1s0x808f7e686375d373:0xfb3a341511914d68!10m1!1e1,,,,,,,,,
744,Angler,Restaurant,37.793086,-122.392181,"132 The Embarcadero, San Francisco, CA 94105",https://www.google.com/maps/place/Angler/data=!4m2!3m1!1s0x8085816b28604481:0xe468fdde044a8930!10m1!1e1,,,,,,,,,
745,Barcha Restaurant,Mediterranean restaurant,37.791137,-122.397847,"28 Fremont St, San Francisco, CA 94105",https://www.google.com/maps/place/Barcha+Restaurant/data=!4m2!3m1!1s0x80858063a15b300f:0x3514afc1d2633e29!10m1!1e1,,,,,,,,,
746,McCormick & Kuleto's Seafood & Steaks,Seafood restaurant,37.806233,-122.422777,"900 North Point St, San Francisco, CA 94109",https://www.google.com/maps/place/McCormick+%26+Kuleto's+Seafood+%26+Steaks/data=!4m2!3m1!1s0x808580e0c4bb279d:0x50b82092bec523ba!10m1!1e1,,,,,,,,,
747,Ozumo San Francisco,Japanese restaurant,37.792644,-122.392218,"161 Steuart St, San Francisco, CA 94105",https://www.google.com/maps/place/Ozumo+San+Francisco/data=!4m2!3m1!1s0x80858065a8da1125:0x1da38cdc39547ca5!10m1!1e1,,,,,,,,,
748,Ula Restaurant & Tapas Bar,Mediterranean restaurant,37.788341,-122.409361,"450 Post St, San Francisco, CA 94102",https://www.google.com/maps/place/Ula+Restaurant+%26+Tapas+Bar/data=!4m2!3m1!1s0x808581d5bf687bbb:0x572122ee1b0acc5d!10m1!1e1,,,,,,,,,
749,Cesario's,Italian restaurant,37.788866,-122.410522,"601 Sutter St, San Francisco, CA 94102",https://www.google.com/maps/place/Cesario's/data=!4m2!3m1!1s0x8085808e7e924623:0x964ecf9b3148604!10m1!1e1,,,,,,,,,
750,Rintaro,Izakaya restaurant,37.768875,-122.415136,"82 14th St, San Francisco, CA 94103",https://www.google.com/maps/place/Rintaro/data=!4m2!3m1!1s0x808f7e26791dc281:0xe147a1d9e33e11d4!10m1!1e1,,,,,,,,,
751,Street Restaurant and Bar,New American restaurant,37.796586,-122.422078,"2141 Polk St, San Francisco, CA 94109",https://www.google.com/maps/place/Street+Restaurant+and+Bar/data=!4m2!3m1!1s0x808580e9a349ad3f:0xbd0611499dc373ca!10m1!1e1,,,,,,,,,
752,"K1 Speed - Indoor Go Karts, Corporate Event Venue, Team Building Activities",Go-kart track,37.639486,-122.404356,"160 Beacon St, South San Francisco, CA 94080","https://www.google.com/maps/place/K1+Speed+-+Indoor+Go+Karts,+Corporate+Event+Venue,+Team+Building+Activities/data=!4m2!3m1!1s0x808f79cb759af6ef:0x322d9bbff6b14cdf!10m1!1e1",,,,,,,,,
753,Fable,Californian restaurant,37.759954,-122.435112,"558 Castro St, San Francisco, CA 94114",https://www.google.com/maps/place/Fable/data=!4m2!3m1!1s0x808f7e1ad153afdf:0x8e764c34ecadd57e!10m1!1e1,,,,,,,,,
754,"K1 Speed - Indoor Go Karts, Corporate Event Venue, Team Building Activities",Go-kart track,37.372302,-121.980689,"2925 Mead Ave, Santa Clara, CA 95051","https://www.google.com/maps/place/K1+Speed+-+Indoor+Go+Karts,+Corporate+Event+Venue,+Team+Building+Activities/data=!4m2!3m1!1s0x808fc9f798b61dfb:0x6d64b6ded2592ae8!10m1!1e1",,,,,,,,,
755,K1 Speed,Go-kart track,38.368709,-122.716461,"4601 Redwood Dr, Rohnert Park, CA 94928",https://www.google.com/maps/place/K1+Speed/data=!4m2!3m1!1s0x808449fb2a9c7273:0x9e0e050ef3a98518!10m1!1e1,,,,,,,,,
756,K1 Speed,Go-kart track,38.262829,-122.057555,"1560 Gateway Blvd, Fairfield, CA 94533",https://www.google.com/maps/place/K1+Speed/data=!4m2!3m1!1s0x8085155b0055d951:0xe7aa6fd6ec9e2c12!10m1!1e1,,,,,,,,,
757,Paintball Jungle,Paintball center,38.183897,-122.27191,"2 Eucalyptus Dr, American Canyon, CA 94503",https://www.google.com/maps/place/Paintball+Jungle/data=!4m2!3m1!1s0x80850b6c7b30c41d:0x54d5e306c4c0cab9!10m1!1e1,,,,,,,,,
758,Sunol Paintball Outdoor Park,Paintball center,37.595022,-121.849093,"7900 Vallecitos Rd, Sunol, CA 94586",https://www.google.com/maps/place/Sunol+Paintball+Outdoor+Park/data=!4m2!3m1!1s0x808fc30220bee0b9:0xfe0c916571d9786d!10m1!1e1,,,,,,,,,
759,Fairfield Extreme Sports,Paintball center,38.227922,-122.072091,"2325 Cordelia Rd, Fairfield, CA 94534",https://www.google.com/maps/place/Fairfield+Extreme+Sports/data=!4m2!3m1!1s0x80851464d569cc41:0x479c6d82be69bbc!10m1!1e1,,,,,,,,,
760,Midway Paintball Facility,Paintball center,38.417884,-121.942164,"4901 Midway Rd, Vacaville, CA 95688",https://www.google.com/maps/place/Midway+Paintball+Facility/data=!4m2!3m1!1s0x808523ac2f254e7d:0x28ac97af46cbfa0e!10m1!1e1,,,,,,,,,
761,Cutting Edge Paintball,Paintball store,37.322605,-121.879395,"919 S Second St, San Jose, CA 95112",https://www.google.com/maps/place/Cutting+Edge+Paintball/data=!4m2!3m1!1s0x808fcb5b14fb46a7:0x875a6cf130757d1!10m1!1e1,,,,,,,,,
762,Davis Paintball,Paintball center,38.578004,-121.739239,"24998 Co Rd 102, Davis, CA 95618",https://www.google.com/maps/place/Davis+Paintball/data=!4m2!3m1!1s0x8084bc2400000001:0xfc49e29eef404170!10m1!1e1,,,,,,,,,
763,TAG Paintball,Paintball center,36.828793,-121.402497,"2120 San Benito St, Hollister, CA 95023",https://www.google.com/maps/place/TAG+Paintball/data=!4m2!3m1!1s0x80921d767263f8bf:0xd0cea59c50b426ca!10m1!1e1,,,,,,,,,
764,Gamepod Combat Zone,Airsoft supply store,38.01725,-121.824709,"1400 W 4th St #2, Antioch, CA 94509",https://www.google.com/maps/place/Gamepod+Combat+Zone/data=!4m2!3m1!1s0x808559ea4cc12711:0x5889449ffccb1f44!10m1!1e1,,,,,,,,,
765,Santa Clara Paintball,Paintball center,37.298997,-121.853686,"Fairgrounds Gate D, 2542 Monterey Rd, San Jose, CA 95111",https://www.google.com/maps/place/Santa+Clara+Paintball/data=!4m2!3m1!1s0x808e32fc4d610b5d:0xaa86e203b71285d8!10m1!1e1,,,,,,,,,
766,Tilden Park Golf Course,Golf course,37.889607,-122.241865,"10 Golf Course Dr, Berkeley, CA 94708",https://www.google.com/maps/place/Tilden+Park+Golf+Course/data=!4m2!3m1!1s0x80857c10273083cd:0xf9d0deebe01e3a11!10m1!1e1,,,,,,,,,
767,Monarch Bay Golf Club,Golf course,37.694999,-122.185248,"13800 Monarch Bay Dr, San Leandro, CA 94577",https://www.google.com/maps/place/Monarch+Bay+Golf+Club/data=!4m2!3m1!1s0x808f8552703af0f7:0x1afadc57e5b7f5ea!10m1!1e1,,,,,,,,,
768,Richmond Golf Club,Country club,37.987374,-122.34794,"1 Markovich Ln, Richmond, CA 94806",https://www.google.com/maps/place/Richmond+Golf+Club/data=!4m2!3m1!1s0x8085762e86ac964d:0xa528ab39ec4ca21c!10m1!1e1,,,,,,,,,
769,Claremont Country Club,Country club,37.836484,-122.247515,"5295 Broadway Terrace #15, Oakland, CA 94618",https://www.google.com/maps/place/Claremont+Country+Club/data=!4m2!3m1!1s0x80857d92d3808d29:0x1a4e591d9171fbdd!10m1!1e1,,,,,,,,,
770,Tony Lema Golf Course,Golf course,37.687854,-122.178153,"13800 Monarch Bay Dr, San Leandro, CA 94577",https://www.google.com/maps/place/Tony+Lema+Golf+Course/data=!4m2!3m1!1s0x808f85531a7bd309:0xbce6a5038a7d9506!10m1!1e1,,,,,,,,,
771,Montclair Golf Enterprises,Golf club,37.818645,-122.208422,"2477 Monterey Blvd, Oakland, CA 94611",https://www.google.com/maps/place/Montclair+Golf+Enterprises/data=!4m2!3m1!1s0x808f8797cf5b0133:0x32edd284a2bac933!10m1!1e1,,,,,,,,,
772,Marina Golf Course,Golf course,37.698111,-122.186265,"13800 Monarch Bay Dr, San Leandro, CA 94577",https://www.google.com/maps/place/Marina+Golf+Course/data=!4m2!3m1!1s0x808f854fd6e0de1f:0xbb308ea25efba825!10m1!1e1,,,,,,,,,
773,Berkeley Country Club,Country club,37.934743,-122.303139,"7901 Cutting Blvd, El Cerrito, CA 94530",https://www.google.com/maps/place/Berkeley+Country+Club/data=!4m2!3m1!1s0x808579b02fd06c77:0x898be59b08a37264!10m1!1e1,,,,,,,,,
774,Metropolitan Golf Links,Golf course,37.719952,-122.193329,"10051 Doolittle Dr, Oakland, CA 94603",https://www.google.com/maps/place/Metropolitan+Golf+Links/data=!4m2!3m1!1s0x808f857339484f99:0xc567ef6f3b09be23!10m1!1e1,,,,,,,,,
775,Redwood Canyon Golf Course,Golf course,37.726087,-122.082028,"17007 Redwood Rd, Castro Valley, CA 94546",https://www.google.com/maps/place/Redwood+Canyon+Golf+Course/data=!4m2!3m1!1s0x808f8e07ff7edce3:0x39a34803d36c420c!10m1!1e1,,,,,,,,,
776,Lake Chabot Golf Course,Golf course,37.739509,-122.119293,"11450 Golf Links Rd, Oakland, CA 94605",https://www.google.com/maps/place/Lake+Chabot+Golf+Course/data=!4m2!3m1!1s0x808f8e5105f4c5cd:0xe2556f9f6e4a2931!10m1!1e1,,,,,,,,,
777,The Bridges Golf Club,Golf club,37.771,-121.934043,"9000 S Gale Ridge Rd, San Ramon, CA 94582",https://www.google.com/maps/place/The+Bridges+Golf+Club/data=!4m2!3m1!1s0x808ff276c348ecf1:0x9e6b39a1d8967a0c!10m1!1e1,,,,,,,,,
778,Bay View Golf Club,Golf course,37.455186,-121.881525,"1500 Country Club Dr, Milpitas, CA 95035",https://www.google.com/maps/place/Bay+View+Golf+Club/data=!4m2!3m1!1s0x808fcf1571dca1c9:0xc184dfc802b6c414!10m1!1e1,,,,,,,,,
779,Orinda Country Club,Country club,37.891476,-122.190102,"315 Camino Sobrante, Orinda, CA 94563",https://www.google.com/maps/place/Orinda+Country+Club/data=!4m2!3m1!1s0x80857cc21b29098f:0xdd86f2148ae14326!10m1!1e1,,,,,,,,,
780,The Peninsula Golf & Country Club,Golf club,37.541408,-122.320587,"701 Madera Dr, San Mateo, CA 94403",https://www.google.com/maps/place/The+Peninsula+Golf+%26+Country+Club/data=!4m2!3m1!1s0x808f9e4fba7e759d:0x64ddbfb3fc53191d!10m1!1e1,,,,,,,,,
781,Sequoyah Country Club,Private golf course,37.766213,-122.133713,"4550 Heafey Rd, Oakland, CA 94605",https://www.google.com/maps/place/Sequoyah+Country+Club/data=!4m2!3m1!1s0x808f8f2221b2c617:0xdf89055a5a6594b3!10m1!1e1,,,,,,,,,
782,Poplar Creek Golf Course,Golf course,37.586188,-122.32532,"1700 Coyote Point Dr, San Mateo, CA 94401",https://www.google.com/maps/place/Poplar+Creek+Golf+Course/data=!4m2!3m1!1s0x808f9dc57824222f:0xdf04fea6972b66a9!10m1!1e1,,,,,,,,,
783,Mariners Point Golf Center,Golf course,37.572173,-122.283067,"2401 E 3rd Ave, Foster City, CA 94404",https://www.google.com/maps/place/Mariners+Point+Golf+Center/data=!4m2!3m1!1s0x808f9ebc3adff7a5:0x112d42dc2b5be91c!10m1!1e1,,,,,,,,,
784,Boundary Oak Golf Course,Public golf course,37.924071,-121.996887,"3800 Valley Vista Rd, Walnut Creek, CA 94598",https://www.google.com/maps/place/Boundary+Oak+Golf+Course/data=!4m2!3m1!1s0x80856070fef0a049:0xdef9b5a8f64b50e4!10m1!1e1,,,,,,,,,
