1136,5,3
606,5,4
329,6,9
327,6,9
503,6,3
1151,6,8
912,6,8
643,6,9
85,6,9
887,6,4
17,6,8
1072,6,9
1183,6,4
273,6,8
351,6,3
813,6,8
375,6,9
389,6,2
157,6,9
693,6,4
598,6,4
1126,6,7
925,6,8
259,6,9
874,6,9
471,6,8
306,6,9
35,6,8
375,6,10
987,6,9
84,6,9
2,6,8
899,6,8
1148,6,9
1058,6,8
986,6,9
574,6,3
920,6,8
413,6,3
73,6,4
115,6,2
1317,6,8
1011,6,9
504,6,4
1279,6,9
612,6,4
332,6,2
152,6,2
1226,6,3
1293,6,9
45,6,10
110,6,8
21,7,9
509,7,8
317,7,9
677,7,8
387,7,4
1133,7,8
1016,7,3
1176,7,4
1213,7,2
469,7,3
336,7,10
310,7,4
898,7,5
478,7,6
320,7,8
960,7,4
443,7,5
1101,7,3
371,7,4
363,7,9
910,7,6
1051,7,2
334,7,4
180,7,6
975,7,9
1285,7,10
292,7,9
1274,7,4
1218,7,4
1221,7,5
1312,7,3
882,7,8
606,7,9
566,7,8
841,7,8
907,7,9
867,7,7
709,7,8
210,7,3
762,7,6
323,7,3
113,7,8
871,7,4
562,7,6
39,7,4
603,7,8
701,7,9
35,7,8
502,7,3
329,7,4
816,7,5
379,7,2
905,7,4
1262,7,8
1072,7,7
261,7,2
1126,7,7
1295,7,2
1178,7,8
746,7,8
725,7,3
378,8,2
468,8,5
898,8,8
395,8,8
483,8,7
984,8,8
80,8,3
625,8,8
1278,8,9
839,8,8
370,8,8
59,8,7
488,8,8
223,8,3
335,8,4
1260,8,5
1150,8,2
737,8,4
202,8,2
848,8,3
1000,8,4
411,8,3
1162,8,8
261,8,8
95,8,8
837,8,7
404,8,2
914,8,6
301,8,8
31,8,8
708,8,9
994,8,2
1203,8,4
264,8,8
988,8,2
729,8,8
454,8,2
1006,8,4
312,8,1
441,8,2
1120,8,3
601,8,8
652,8,9
1101,8,7
13,8,2
812,8,3
1032,8,2
957,8,7
614,8,8
99,8,7
463,8,8
1058,8,9
488,8,2
878,8,8
424,8,9
797,8,8
875,8,2
470,8,8
129,8,8
1194,8,9
120,8,7
895,8,8
935,8,3
234,8,8
869,8,2
678,8,8
111,8,2
917,8,1
474,8,7
428,8,5
1223,8,8
43,8,7
187,8,2
134,8,3
1007,8,3
89,8,3
191,8,3
435,8,4
1203,8,7
551,8,8
947,8,2
377,8,8
751,8,7
199,8,8
547,8,6
650,8,7
779,8,8
1178,8,2
522,8,7
348,8,8
1198,8,2
884,8,8
1240,8,8
1069,8,9
162,8,2
622,8,6
1015,8,9
211,8,5
719,8,9
1182,8,5
395,8,2
1065,8,9
169,8,8
482,8,3
416,8,3
57,8,9
666,8,6
277,8,4
44,8,5
851,8,4
813,8,9
86,8,5
721,8,8
293,8,6
1170,8,9
406,8,8
255,8,6
1062,8,7
761,8,1
878,8,2
39,8,1
367,8,3
909,8,8
867,8,9
1228,8,6
250,8,4
954,8,2
1084,8,4
260,8,1
80,8,3
267,8,4
1280,8,2
932,8,5
1309,8,3
1235,8,4
665,8,6
1308,8,7
1179,8,6
1088,8,10
615,8,7
453,8,4
537,8,3
293,8,7
162,8,3
543,8,6
131,8,2
263,8,3
163,8,2
1157,8,1
1133,8,3
20,8,5
285,8,2
807,8,10
370,8,4
279,8,3
1289,8,9
1312,8,7
161,8,3
3,8,6
1063,8,5
194,8,2
1268,8,3
1290,8,4
1028,8,3
474,8,9
332,8,6
814,8,8
286,8,6
1275,8,9
1260,8,6
82,8,6
382,8,5
558,8,7
909,8,8
104,8,4
530,8,6
817,8,4
278,8,5
249,8,3
1054,8,6
184,8,7
1257,8,6
924,8,5
510,8,6
1058,8,4
243,8,5
819,8,6
763,8,7
259,9,5
1275,9,7
788,9,9
70,9,5
123,9,5
1013,9,4
29,9,6
333,9,7
108,9,5
1267,9,2
803,9,6
278,9,5
1061,9,4
369,9,6
882,9,7
1193,9,9
1073,9,8
503,9,9
202,9,4
219,9,5
1287,9,6
312,9,4
285,9,3
194,9,5
909,9,6
120,9,7
325,9,4
24,9,6
1210,9,5
495,9,3
1240,9,10
1227,9,5
1025,9,4
1072,9,3
85,9,6
564,9,9
1205,9,8
90,9,6
626,9,7
1275,9,4
856,9,3
958,9,3
475,9,3
1260,9,5
1073,9,3
1070,9,5
59,9,6
1254,9,7
602,9,9
701,9,9
1119,9,8
236,9,6
931,9,3
246,9,6
1036,9,3
899,9,5
531,9,9
597,9,9
453,9,3
1258,9,5
1009,9,9
954,9,5
760,9,3
383,9,5
1020,9,5
147,9,6
877,9,4
739,9,5
1281,9,3
841,9,9
646,9,8
875,9,4
888,9,6
349,9,2
1120,9,6
634,9,9
936,9,4
204,9,5
323,9,4
1000,9,5
515,9,7
775,9,4
1006,9,8
1224,9,6
119,9,4
1096,9,5
507,9,10
480,9,5
600,9,6
1240,9,9
1189,9,8
533,9,9
366,9,5
1187,9,3
255,9,5
451,9,7
398,9,4
783,9,5
166,9,6
262,9,3
1243,9,9
758,9,6
730,9,7
812,9,6
791,10,2
164,10,9
1257,10,8
82,10,7
576,10,8
586,10,3
860,10,8
202,10,7
1108,10,8
1204,10,9
595,10,8
1025,10,7
1053,10,8
163,10,5
1159,10,8
796,10,3
396,10,8
1132,10,7
522,10,8
431,10,9
316,10,7
883,10,8
681,10,2
433,10,8
16,10,9
760,10,8
394,10,7
355,10,8
771,10,9
491,10,8
770,10,7
186,10,7
198,10,10
569,10,8
432,10,7
654,10,3
301,10,8
643,10,7
1070,10,8
12,10,7
957,10,8
1293,10,9
870,10,8
413,10,9
1168,10,5
350,10,6
1057,10,5
117,10,6
358,10,8
1257,10,9
60,10,6
588,10,1
1219,10,2
583,10,5
1054,10,2
665,10,3
348,10,8
445,10,7
1131,10,9
1244,10,7
439,10,8
568,10,7
939,10,4
677,10,8
974,10,7
620,10,8
1268,10,8
340,10,7
624,10,6
1026,10,7
767,10,8
562,10,4
1235,10,7
687,10,4
83,10,7
1153,10,8
431,10,7
515,10,8
1174,10,8
118,10,7
587,10,8
805,10,9
975,10,3
374,10,8
1248,10,7
514,10,8
544,10,3
576,10,4
518,10,2
1158,10,4
1250,10,7
805,10,8
890,10,5
46,10,7
689,10,8
1066,10,8
306,10,7
1113,10,8
56,10,9
608,10,8
332,10,4
570,10,2
332,10,7
274,10,8
529,10,9
451,10,7
256,10,8
1279,10,9
1237,10,10
121,10,7
553,10,8
0,10,8
367,10,7
362,10,8
176,10,8
1010,10,7
458,10,8
746,11,9
716,11,9
1273,11,5
58,11,9
1059,11,8
1176,11,9
109,11,2
12,11,4
1063,11,3
63,11,4
314,11,5
1229,11,4
1221,11,3
278,11,2
950,11,6
753,11,7
857,11,9
363,11,3
577,11,5
261,11,5
1201,11,9
1134,11,8
816,11,4
450,11,5
112,11,6
711,11,9
178,11,5
390,11,8
263,11,4
300,11,6
190,11,5
275,11,4
796,11,9
1249,11,6
143,11,5
540,11,3
915,11,8
156,11,9
1230,11,3
720,11,4
1204,11,5
858,11,6
900,11,10
542,11,9
495,11,10
669,11,8
133,11,9
1257,11,5
406,11,3
728,11,2
217,11,4
1245,11,5
1304,11,4
347,11,5
168,11,2
958,11,3
1285,11,5
1019,11,2
475,11,5
878,11,2
897,11,8
244,11,6
1059,11,5
474,11,6
408,11,3
1159,11,7
667,11,6
167,11,8
1004,11,7
84,11,8
469,11,8
1278,11,4
166,11,7
1042,11,3
536,11,9
1172,11,8
810,11,10
964,11,9
147,11,5
1308,11,4
64,11,5
794,11,6
862,11,7
796,11,6
38,11,5
579,11,7
145,11,4
88,11,8
680,11,4
944,11,9
913,11,3
1025,11,9
464,11,8
555,11,7
1276,11,8
1188,11,9
1069,11,8
544,11,8
240,11,8
1112,11,5
704,11,6
102,11,3
292,11,2
962,11,3
284,11,4
391,11,5
244,11,4
1007,11,5
1083,11,4
659,11,8
434,11,4
926,11,5
327,11,6
375,11,4
714,11,5
296,11,9
1100,11,5
531,11,6
612,11,9
770,11,8
292,11,3
859,11,2
795,11,8
866,11,4
3,11,5
446,11,6
668,11,5
504,11,3
844,11,8
108,11,9
768,13,9
538,13,8
457,13,2
419,13,3
785,13,10
215,13,8
507,13,9
419,13,8
18,13,3
1097,13,4
956,13,5
1020,13,3
873,13,5
1144,13,6
777,13,10
508,13,8
888,13,5
462,13,5
10,13,4
815,13,5
608,13,9
1116,13,5
1313,13,6
505,13,9
125,13,5
801,13,6
73,13,8
1028,13,3
1064,13,4
264,13,5
136,13,6
732,13,9
164,13,5
972,13,6
1234,13,10
373,13,5
47,13,6
128,13,5
889,13,4
103,13,5
142,13,6
716,13,5
946,13,6
452,13,5
598,13,9
753,13,6
438,13,5
557,13,6
305,13,5
1211,13,6
736,13,8
417,13,6
762,13,8
528,13,9
229,13,8
1166,13,6
541,13,8
832,13,5
841,13,9
1101,13,6
413,13,5
1226,13,6
1260,13,6
1213,13,5
825,13,6
29,13,6
198,13,5
105,13,6
1094,13,5
1140,13,6
1169,13,8
916,13,6
124,13,5
786,13,10
717,13,5
913,13,6
848,13,5
559,13,6
1077,13,6
132,13,5
493,13,9
667,13,9
658,13,9
450,13,7
1196,13,5
17,13,6
603,13,10
1004,13,8
466,13,5
582,13,8
1019,13,9
349,13,6
369,13,8
1204,13,9
1255,13,9
976,13,6
209,13,5
1314,13,6
539,13,9
1057,13,8
931,13,6
587,13,9
234,13,8
769,13,9
397,13,6
1131,13,6
525,13,8
297,13,6
660,13,9
1007,13,6
213,13,7
1081,14,9
1286,14,5
121,14,4
552,14,8
884,14,9
102,14,5
164,14,6
59,14,5
461,14,6
857,14,9
613,14,10
829,14,5
208,14,6
283,14,6
823,14,9
777,14,10
587,14,9
1044,14,8
222,14,5
151,14,6
1189,14,9
1185,14,9
288,14,8
1227,14,9
384,14,8
507,14,5
233,14,6
1217,14,4
433,14,5
334,14,6
1183,14,8
1059,14,5
236,14,5
1127,14,9
489,14,5
493,14,10
153,14,5
116,14,6
1281,14,6
406,14,4
635,14,5
107,14,6
110,14,5
739,14,6
1206,14,6
1011,14,7
242,14,9
881,14,10
452,14,6
866,14,7
810,14,9
1101,14,6
762,14,9
119,14,6
1310,14,7
358,14,6
944,14,7
1121,14,10
251,14,9
1314,14,8
321,14,9
495,14,10
72,14,9
800,14,9
970,14,10
339,14,6
827,14,6
1175,14,7
1003,14,5
921,14,6
822,14,5
1036,14,6
56,14,7
760,14,5
199,14,10
769,14,6
975,14,10
1179,14,9
1121,14,9
1239,14,9
860,14,8
846,14,9
1029,14,9
867,14,9
597,14,9
11,14,9
548,14,7
903,14,10
306,14,5
771,14,6
567,14,5
221,14,5
1219,14,9
141,14,5
777,14,10
1262,14,9
1124,14,5
810,14,10
1116,14,5
183,14,6
588,14,8
950,14,7
537,14,9
612,14,9
99,14,6
1164,14,7
768,15,9
636,15,8
487,15,9
1238,15,8
1010,15,2
364,15,9
617,15,8
468,15,9
1248,15,9
1052,15,8
1085,15,9
555,15,8
1100,15,7
1302,15,4
255,15,5
1,15,4
764,15,5
15,15,5
240,15,4
185,15,5
421,15,4
811,15,5
262,15,6
369,15,5
1296,15,4
465,15,3
749,15,4
707,15,8
19,15,9
141,15,4
986,15,10
340,15,6
68,15,8
290,15,8
695,15,9
471,15,9
419,15,8
1237,15,9
361,15,5
661,15,8
860,15,6
62,15,9
302,15,8
1152,15,9
444,15,7
115,15,8
957,15,5
1310,15,8
329,15,5
66,15,6
590,15,6
1212,15,7
176,15,8
874,15,3
518,15,7
79,15,8
47,15,7
1210,15,8
176,15,8
482,15,7
174,15,5
525,15,6
810,15,9
1179,15,9
914,15,8
961,15,9
185,15,8
634,15,9
1276,15,9
104,15,8
352,15,8
308,15,5
591,15,6
801,15,6
605,15,5
349,15,9
58,15,5
612,15,9
926,15,5
1234,15,9
542,15,9
863,15,5
550,15,9
441,15,5
589,15,6
25,15,5
407,15,9
