,date,time,title,image_link,address,event_url,continuous
178,21-04-2024,8:00PM,Meltt,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/18372467/96048a49-c49b-4306-ae94-64882c1f7cc7.jpg',2170 Market St,http://sf-events.brokeassstuart.com/events/2024/4/21/meltt-tickets,
179,21-04-2024,7:00PM,Hubba Hubba Revue,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/17158622/1eb6dc6c-6c76-42cb-a528-de5b0b2669a7.jpg',375 Eleventh Street,http://sf-events.brokeassstuart.com/events/2024/4/21/hubba-hubba-revue-tickets,
180,21-04-2024,7:00PM,Fashioning San Francisco: A Century of Style,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/15241904/ecc58a3f-80c9-4d80-bfb3-950dc2ba4f06.jpg',50 Hagiwara Tea Garden Drive,http://sf-events.brokeassstuart.com/events/2024/1/20/fashioning-san-francisco-a-century-of-style-tickets,Through Aug 11
181,21-04-2024,"6:30PM
              
                (doors)",Veronica Swift,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/18172853/c575a7fd-307f-4d3a-a089-81f5c2cebb96.jpg',510 Embarcadero West,http://sf-events.brokeassstuart.com/events/2024/4/21/veronica-swift-tickets,
182,21-04-2024,"8:45PM
              
                (doors)",Veronica Swift,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/18172861/e512c485-43dd-42a0-97bf-675add000364.jpg',510 Embarcadero West,http://sf-events.brokeassstuart.com/events/2024/4/21/veronica-swift-tickets-b9ydoej,
183,21-04-2024,8:00PM,Cheaper Than Therapy: Stand-Up Comedy,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/252412/98b397ab-3673-4530-a63e-6ff678b00f55.jpg',533 Sutter St.,http://sf-events.brokeassstuart.com/events/weekly/sun/stand-up-comedy-cheaper-than-therapy,
184,21-04-2024,7:00PM,TAC Anti-bias Leaders Fellowship,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/13238140/9f8e6fd3-b8a5-4809-8ec7-febfe27044c2.jpg',736 Mission Street,http://sf-events.brokeassstuart.com/events/2023/9/1/tac-anti-bias-leaders-fellowship-tickets,Free - Through May 01
185,21-04-2024,7:00PM,Lee Mingwei: Rituals of Care,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/15241897/8070823b-0438-4122-b684-3cb38c3e2cb8.jpg',50 Hagiwara Tea Garden Drive,http://sf-events.brokeassstuart.com/events/2024/2/17/lee-mingwei-rituals-of-care-tickets,Through Jul 07
186,21-04-2024,7:00PM,Nampeyo and the Sikyátki Revival,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/13248711/c56b1a75-17af-474c-a3fc-ae80f54592ae.jpg',50 Hagiwara Tea Garden Drive,http://sf-events.brokeassstuart.com/events/2023/2/3/nampeyo-and-the-sikyatki-revival-tickets,Through Sep 15
187,21-04-2024,1:00PM,Spotlight Sundays: Burn The Wagon live podcast w/ Juan Dominguez + Morning Star Gali on Environmental Justice,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/18715055/6ee9dc6c-b220-4d65-9429-0ef665e35d31.jpg',1000 Oak Street,http://sf-events.brokeassstuart.com/events/2024/4/21/spotlight-sundays-burn-the-wagon-live-podcast-with-juan-dominguez-and-morning-star-gali-on-environmental-justice-tickets,
188,21-04-2024,7:00PM,Japanese Prints in Transition: From the Floating World to the Modern World,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/15241906/0c922a36-1044-4dfe-acf4-6adf57f4484b.jpg',100 34th Ave.,http://sf-events.brokeassstuart.com/events/2024/4/6/japanese-prints-in-transition-from-the-floating-world-to-the-modern-world-tickets,Through Aug 18
189,21-04-2024,7:00PM,Zuan-cho: Kimono Design in Modern Japan (1868 – 1912),'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/15241917/133a04bf-133d-4dac-b34c-385316e00019.jpg',100 34th Ave.,http://sf-events.brokeassstuart.com/events/2024/3/30/zuan-cho-kimono-design-in-modern-japan-1868-1912-tickets,Through Aug 25
190,21-04-2024,11:00PM,Earth Day Celebration,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/18536763/76bc1777-e235-497a-9ae4-176c6bae9c09.png',,http://sf-events.brokeassstuart.com/events/2024/4/21/earth-day-celebration-tickets,
191,21-04-2024,5:00PM,Survivors Of The Plague x Reversal Of Fortune,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/18943847/9bf55a26-cc3b-428a-a97f-aad3a5d6498c.jpg',111 Minna,http://sf-events.brokeassstuart.com/events/2024/4/12/survivors-of-the-plague-x-reversal-of-fortune-tickets,Free - Through Jun 20
192,21-04-2024,10:00AM,"Christo Oropeza: Aun así, pienso en ti",'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/15037546/ac3a3c1a-5b27-4b69-aa71-ae9e4963b913.jpg',Buchanan St. and Marina St,http://sf-events.brokeassstuart.com/events/2023/7/1/christo-oropeza-aun-asi-pienso-en-ti-tickets,Through Jun 30
193,21-04-2024,10:00AM,Matt Passmore: Tied/Untied,'',Buchanan St. and Marina St,http://sf-events.brokeassstuart.com/events/2020/10/27/matt-passmore-tied-untied-tickets,Through Aug 02
194,21-04-2024,10:00AM,Alicia Eggert’s This Present Moment Neon Sculpture Exhibit,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/14866399/3c7b9f64-21a6-4bd7-82d3-f75de76e282d.jpg',Buchanan St. and Marina St,http://sf-events.brokeassstuart.com/events/2023/6/18/alicia-eggert-s-this-present-moment-neon-sculpture-exhibit-tickets,Free - Through May 01
195,21-04-2024,7:00PM,Greens Restaurant Guest Chef Series 2024,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/18654280/70e6eaef-25dd-4223-8337-3ed373daea8d.jpg',Buchanan St. and Marina St,http://sf-events.brokeassstuart.com/events/2024/4/3/greens-restaurant-guest-chef-series-2024-tickets,Through Sep 19
196,21-04-2024,10:00AM,St. John Will I Am Coltrane African Orthodox Church At Magic Theatre,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/16337132/bf08ddce-b6c7-421e-9291-f9aa87d1c935.jpg',Buchanan St. and Marina St,http://sf-events.brokeassstuart.com/events/2023/10/2/st-john-will-i-am-coltrane-african-orthodox-church-at-magic-theatre-tickets,Through Sep 28
197,21-04-2024,7:00PM,Zen & The Art Of Urban Sketching 2024,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/18593016/2b106378-0303-4654-a510-bbf1776759de.jpg',Buchanan St. and Marina St,http://sf-events.brokeassstuart.com/events/2024/4/20/zen-the-art-of-urban-sketching-2024-tickets,Through Oct 19
198,21-04-2024,11:00AM,Basket Weaving Bootcamp for Beginners,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/17803622/7b634939-ff3a-4cae-bbd2-11ba9b496b06.png',1310 Haight St,http://sf-events.brokeassstuart.com/events/2024/4/21/basket-weaving-bootcamp-for-beginners-tickets,
199,21-04-2024,2:00PM,Chamber Music At Davies Symphony Hall,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/14180942/152e2418-2c07-48d9-bed2-a4a9718af3f7.png',Grove Street & Van Ness Avenue,http://sf-events.brokeassstuart.com/events/2024/4/21/chamber-music-at-davies-symphony-hall-tickets,
200,21-04-2024,7:30PM,Yefim Bronfman Piano Recital,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/14180947/d909214f-d2d5-4445-ba64-f195d1b695ce.jpg',Grove Street & Van Ness Avenue,http://sf-events.brokeassstuart.com/events/2024/4/21/yefim-bronfman-piano-recital-tickets,
201,21-04-2024,7:00PM,Anthony Arya,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/18331774/b206bde4-3838-4c13-9f14-dc8f4f0896e4.jpg',860 San Pablo Ave,http://sf-events.brokeassstuart.com/events/2024/4/21/anthony-arya-tickets,
202,21-04-2024,11:00AM,Earth Day w/ SF Etsy - Create Seed Bombs & Pressed Flower Art,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/18417759/7e51e2ee-1ed7-43cb-8895-1fda26c66316.png',One Ferry Marketplace,http://sf-events.brokeassstuart.com/events/2024/4/21/earth-day-with-sf-etsy-create-seed-bombs-and-pressed-flower-art-tickets,
203,21-04-2024,7:00PM,3rd Annual Celebration Of Prince With Graffiti Bridge And Sign “O” The Times,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/18745425/e9c50235-a024-43e6-bef5-54fd7a48b940.jpg',,http://sf-events.brokeassstuart.com/events/2024/4/21/3rd-annual-celebration-of-prince-with-graffiti-bridge-and-sign-o-the-times-tickets,
204,21-04-2024,"7:30PM
              
                (doors)","Found Poets: Jamie DeWolf, lorriechange, Rhea Joseph, Xxhe & more",'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/18662081/297dd328-853c-46f5-ad81-4fcec9306b5e.jpg',988 Columbus Avenue,http://sf-events.brokeassstuart.com/events/2024/4/21/found-poets-jamie-dewolf-lorriechange-rhea-joseph-xxhe-more-4-7pm-tickets,
205,21-04-2024,11:00AM,Berlin & Beyond Film Festival,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/19172844/a6355f29-0242-4f86-963f-e09a6036660b.jpg',10070 San Pablo Ave,http://sf-events.brokeassstuart.com/events/2024/4/21/berlin-beyond-film-festival-tickets,Through Apr 22
206,21-04-2024,7:30PM,A Strange Loop,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/19173308/18ac0628-bfc1-4f64-a2ba-6d5fdc357336.jpg',415 Geary Street,http://sf-events.brokeassstuart.com/events/2024/4/18/a-strange-loop-tickets,Through May 12
207,21-04-2024,6:30PM,Comedy Before The Debauchery ,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/15134244/692e64b7-888f-4c76-9fac-e50dcac9c814.jpg',2925 16th Street,http://sf-events.brokeassstuart.com/events/weekly/fri/comedy-before-the-debauchery-tickets,Free - Through Jun 21
208,21-04-2024,10:00AM,Present Tense 2023: Perilous Playground,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/15623814/bdbc6f07-b019-49b3-a42f-befaa4b4dccc.jpg',"750 Kearny St., 3rd Floor",http://sf-events.brokeassstuart.com/events/2023/8/25/present-tense-2023-perilous-playground-tickets,Free - Through Aug 10
209,21-04-2024,7:00PM,The Board Game Comedy Hour @ Roosters in Sunnyvale,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/18909066/af0f4ac1-d419-408e-b018-2af8186bf928.jpg',157 W El Camino Real,http://sf-events.brokeassstuart.com/events/2024/4/21/the-board-game-comedy-hour-roosters-in-sunnyvale-tickets,
210,21-04-2024,5:20PM,Vertical.Show,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/18943534/67f42904-60e4-4ccd-8ef1-8351f0147fcf.jpg',636 Jackson Street,http://sf-events.brokeassstuart.com/events/2024/4/4/vertical-show-tickets,Through Apr 21
211,21-04-2024,8:00AM,The Yerba Buena Art Walk,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/10888252/80cf4f61-ee72-4072-b91d-60e35624be3d.jpg',,http://sf-events.brokeassstuart.com/events/2022/5/31/the-yerba-buena-art-walk-tickets,Free - Through May 31
212,22-04-2024,8:00PM,The Speakeasy: Age of Scofflaws,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/18906102/68ff93e5-1ab6-471a-a66e-2625491d6b9b.jpg',"644 Broadway, San Francisco",http://sf-events.brokeassstuart.com/events/2024/4/13/the-speakeasy-age-of-scofflaws-tickets,Through Jun 23
213,22-04-2024,9:30AM,Irving Penn,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/18164386/526fce1b-fd0b-4b26-9816-e127f7a59dce.jpg',50 Hagiwara Tea Garden Drive,http://sf-events.brokeassstuart.com/events/2024/3/16/irving-penn-tickets,Through Jul 21
214,22-04-2024,8:00PM,The Staves,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/17100242/c255ea37-ffd4-453e-8f86-e6e8aa642d2f.jpg',859 O'farrell Street,http://sf-events.brokeassstuart.com/events/2024/4/22/the-staves-tickets,
215,22-04-2024,11:00AM,Decoding the Eye: Signs & Symbols,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/14136429/308cf590-7473-4def-9f5c-d1bb6673934a.jpg',645 Beach Street,http://sf-events.brokeassstuart.com/events/2023/5/10/decoding-the-eye-signs-symbols-tickets,Free - Through Apr 30
216,22-04-2024,12:00PM,Bobby McFerrin: Circlesongs,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/18289738/e0bec0c5-7cb8-4e65-8528-c0a9b14be875.jpg',2020 Addison St,http://sf-events.brokeassstuart.com/events/2024/4/22/bobby-mcferrin-circlesongs-1708473263,
217,22-04-2024,6:00PM,SiM,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/16936042/0456fb12-ec6b-4826-9b41-f59ee8cbff03.jpg',420 Mason Street,http://sf-events.brokeassstuart.com/events/2024/4/22/sim-tickets,
218,22-04-2024,7:30PM,Freight Open Mic,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/16912586/e5682e4c-f36a-45c6-8ad0-25eef8da4406.jpg',2020 Addison St,http://sf-events.brokeassstuart.com/events/2024/4/22/freight-open-mic-tickets,
219,22-04-2024,4:30PM,SF Climate Week Opening Ceremony w/ City of San Francisco,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/19211814/1b1f59c0-621c-4676-a46d-3210aea50e95.jpg',,http://sf-events.brokeassstuart.com/events/2024/4/22/sf-climate-week-opening-ceremony-w-city-of-san-francisco-tickets,
220,22-04-2024,7:30PM,"Pighati, I've Never Been Here Before, The Last Arizona, Stink Animal, the Bad Smells, June Henry",'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/18840406/ec275cfd-a65b-4bad-aea3-008c2b1e5846.jpg',1710 Mission Street,http://sf-events.brokeassstuart.com/events/2024/4/22/pighati-i-ve-never-been-here-before-the-last-arizona-stink-animal-the-bad-smells-june-henry-tickets,
221,22-04-2024,8:00PM,DAM Circus: Vintage Hollywood,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/18526809/9bdf523c-0ffb-4f8d-afe0-93643cd5e975.jpg',375 Eleventh Street,http://sf-events.brokeassstuart.com/events/2024/4/22/dam-circus-vintage-hollywood-tickets,
222,22-04-2024,7:00PM,Fashioning San Francisco: A Century of Style,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/15241904/ecc58a3f-80c9-4d80-bfb3-950dc2ba4f06.jpg',50 Hagiwara Tea Garden Drive,http://sf-events.brokeassstuart.com/events/2024/1/20/fashioning-san-francisco-a-century-of-style-tickets,Through Aug 11
223,22-04-2024,"7:30PM
              
                (doors)",Davina & The Vagabonds,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/18087135/4e7ea65f-be5b-49d9-a373-988b5300343f.jpg',510 Embarcadero West,http://sf-events.brokeassstuart.com/events/2024/4/22/davina-the-vagabonds-tickets,
224,22-04-2024,7:00PM,TAC Anti-bias Leaders Fellowship,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/13238140/9f8e6fd3-b8a5-4809-8ec7-febfe27044c2.jpg',736 Mission Street,http://sf-events.brokeassstuart.com/events/2023/9/1/tac-anti-bias-leaders-fellowship-tickets,Free - Through May 01
225,22-04-2024,7:00PM,Lee Mingwei: Rituals of Care,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/15241897/8070823b-0438-4122-b684-3cb38c3e2cb8.jpg',50 Hagiwara Tea Garden Drive,http://sf-events.brokeassstuart.com/events/2024/2/17/lee-mingwei-rituals-of-care-tickets,Through Jul 07
226,22-04-2024,7:00PM,Nampeyo and the Sikyátki Revival,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/13248711/c56b1a75-17af-474c-a3fc-ae80f54592ae.jpg',50 Hagiwara Tea Garden Drive,http://sf-events.brokeassstuart.com/events/2023/2/3/nampeyo-and-the-sikyatki-revival-tickets,Through Sep 15
227,22-04-2024,7:00PM,Japanese Prints in Transition: From the Floating World to the Modern World,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/15241906/0c922a36-1044-4dfe-acf4-6adf57f4484b.jpg',100 34th Ave.,http://sf-events.brokeassstuart.com/events/2024/4/6/japanese-prints-in-transition-from-the-floating-world-to-the-modern-world-tickets,Through Aug 18
228,22-04-2024,7:00PM,Zuan-cho: Kimono Design in Modern Japan (1868 – 1912),'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/15241917/133a04bf-133d-4dac-b34c-385316e00019.jpg',100 34th Ave.,http://sf-events.brokeassstuart.com/events/2024/3/30/zuan-cho-kimono-design-in-modern-japan-1868-1912-tickets,Through Aug 25
229,22-04-2024,6:30PM,Women of Canyon Cinema,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/18898847/2d5deaf2-1d05-4437-a933-f6f4eb97ebd2.webp',3117 16th Street,http://sf-events.brokeassstuart.com/events/2024/4/22/women-of-canyon-cinema-tickets,
230,22-04-2024,5:00PM,Survivors Of The Plague x Reversal Of Fortune,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/18943847/9bf55a26-cc3b-428a-a97f-aad3a5d6498c.jpg',111 Minna,http://sf-events.brokeassstuart.com/events/2024/4/12/survivors-of-the-plague-x-reversal-of-fortune-tickets,Free - Through Jun 20
231,22-04-2024,10:00AM,"Christo Oropeza: Aun así, pienso en ti",'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/15037546/ac3a3c1a-5b27-4b69-aa71-ae9e4963b913.jpg',Buchanan St. and Marina St,http://sf-events.brokeassstuart.com/events/2023/7/1/christo-oropeza-aun-asi-pienso-en-ti-tickets,Through Jun 30
232,22-04-2024,10:00AM,Matt Passmore: Tied/Untied,'',Buchanan St. and Marina St,http://sf-events.brokeassstuart.com/events/2020/10/27/matt-passmore-tied-untied-tickets,Through Aug 02
233,22-04-2024,5:00PM,Gettin Knit - Knitting Night,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/18773702/5bdc2c55-f0e5-4802-9e60-b77c0af10cd4.jpg',1354 Harrison St,http://sf-events.brokeassstuart.com/events/2024/4/22/gettin-knit-knitting-night-tickets,
234,22-04-2024,10:00AM,Alicia Eggert’s This Present Moment Neon Sculpture Exhibit,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/14866399/3c7b9f64-21a6-4bd7-82d3-f75de76e282d.jpg',Buchanan St. and Marina St,http://sf-events.brokeassstuart.com/events/2023/6/18/alicia-eggert-s-this-present-moment-neon-sculpture-exhibit-tickets,Free - Through May 01
235,22-04-2024,7:00PM,Greens Restaurant Guest Chef Series 2024,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/18654280/70e6eaef-25dd-4223-8337-3ed373daea8d.jpg',Buchanan St. and Marina St,http://sf-events.brokeassstuart.com/events/2024/4/3/greens-restaurant-guest-chef-series-2024-tickets,Through Sep 19
236,22-04-2024,10:00AM,St. John Will I Am Coltrane African Orthodox Church At Magic Theatre,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/16337132/bf08ddce-b6c7-421e-9291-f9aa87d1c935.jpg',Buchanan St. and Marina St,http://sf-events.brokeassstuart.com/events/2023/10/2/st-john-will-i-am-coltrane-african-orthodox-church-at-magic-theatre-tickets,Through Sep 28
237,22-04-2024,7:00PM,Zen & The Art Of Urban Sketching 2024,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/18593016/2b106378-0303-4654-a510-bbf1776759de.jpg',Buchanan St. and Marina St,http://sf-events.brokeassstuart.com/events/2024/4/20/zen-the-art-of-urban-sketching-2024-tickets,Through Oct 19
238,22-04-2024,7:00PM,Beginner's Leatherwork: Craft A Custom Leather Belt,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/17803621/ab7ce99c-766a-4813-bc88-17d24eefddfa.png',1310 Haight St,http://sf-events.brokeassstuart.com/events/2024/4/22/beginner-s-leatherwork-craft-a-custom-leather-belt-tickets,
239,22-04-2024,5:30PM,Earthwaves VIP Dinner Under the Bay,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/18729073/eec35ddb-4bbf-459d-9527-c1838d953f1b.jpg',The Embarcadero and Beach St,http://sf-events.brokeassstuart.com/events/2024/4/22/earthwaves-vip-dinner-under-the-bay-tickets,
240,22-04-2024,7:00PM,Earth Day Night Waves,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/18729601/387b8d4e-aac8-4a80-b92b-659bbaa43747.jpg',The Embarcadero and Beach St,http://sf-events.brokeassstuart.com/events/2024/4/22/earth-day-night-waves-tickets,
241,22-04-2024,11:00AM,Berlin & Beyond Film Festival,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/19172844/a6355f29-0242-4f86-963f-e09a6036660b.jpg',10070 San Pablo Ave,http://sf-events.brokeassstuart.com/events/2024/4/21/berlin-beyond-film-festival-tickets,Through Apr 22
242,22-04-2024,7:30PM,A Strange Loop,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/19173308/18ac0628-bfc1-4f64-a2ba-6d5fdc357336.jpg',415 Geary Street,http://sf-events.brokeassstuart.com/events/2024/4/18/a-strange-loop-tickets,Through May 12
243,22-04-2024,6:30PM,Comedy Before The Debauchery ,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/15134244/692e64b7-888f-4c76-9fac-e50dcac9c814.jpg',2925 16th Street,http://sf-events.brokeassstuart.com/events/weekly/fri/comedy-before-the-debauchery-tickets,Free - Through Jun 21
244,22-04-2024,10:00AM,Present Tense 2023: Perilous Playground,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/15623814/bdbc6f07-b019-49b3-a42f-befaa4b4dccc.jpg',"750 Kearny St., 3rd Floor",http://sf-events.brokeassstuart.com/events/2023/8/25/present-tense-2023-perilous-playground-tickets,Free - Through Aug 10
245,22-04-2024,7:00PM,Grace Cathedral Sound Bath Celebrating Earth Day,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/18003539/53a73816-0c01-4340-b921-a1d5cc4c99f2.jpg',1100 California Street,http://sf-events.brokeassstuart.com/events/2024/4/22/grace-cathedral-sound-bath-celebrating-earth-day-tickets,
246,22-04-2024,8:00AM,The Yerba Buena Art Walk,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/10888252/80cf4f61-ee72-4072-b91d-60e35624be3d.jpg',,http://sf-events.brokeassstuart.com/events/2022/5/31/the-yerba-buena-art-walk-tickets,Free - Through May 31
247,23-04-2024,8:00PM,The Speakeasy: Age of Scofflaws,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/18906102/68ff93e5-1ab6-471a-a66e-2625491d6b9b.jpg',"644 Broadway, San Francisco",http://sf-events.brokeassstuart.com/events/2024/4/13/the-speakeasy-age-of-scofflaws-tickets,Through Jun 23
248,23-04-2024,9:30AM,Irving Penn,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/18164386/526fce1b-fd0b-4b26-9816-e127f7a59dce.jpg',50 Hagiwara Tea Garden Drive,http://sf-events.brokeassstuart.com/events/2024/3/16/irving-penn-tickets,Through Jul 21
249,23-04-2024,7:00PM,William Tyler & The Impossible Truth,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/18340771/828982b6-4d7c-492c-a849-80555c87e543.jpg',155 Fell Street,http://sf-events.brokeassstuart.com/events/2024/4/23/william-tyler-the-impossible-truth-tickets,
250,23-04-2024,11:00AM,Decoding the Eye: Signs & Symbols,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/14136429/308cf590-7473-4def-9f5c-d1bb6673934a.jpg',645 Beach Street,http://sf-events.brokeassstuart.com/events/2023/5/10/decoding-the-eye-signs-symbols-tickets,Free - Through Apr 30
251,23-04-2024,4:00PM,CANN Happy Hour,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/18903051/d34a0147-6bb9-475a-bc0c-1bd3f956e074.png',2029 Market St,http://sf-events.brokeassstuart.com/events/weekly/tue/cann-happy-hour-at-the-apothecarium,
252,23-04-2024,8:00PM,Rosie Tucker,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/17871080/f6a5362b-c906-46c5-94d8-fb67ab432a32.jpg',1233 17th Street,http://sf-events.brokeassstuart.com/events/2024/4/23/rosie-tucker-tickets,
253,23-04-2024,7:00PM,Total Chaos,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/17631598/ccdd682d-1089-4b99-9e55-eb0617b5b8c5.jpg',375 Eleventh Street,http://sf-events.brokeassstuart.com/events/2024/4/23/total-chaos-tickets,
254,23-04-2024,7:30PM,Joe Klocek,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/17925011/5af4df39-332b-4929-9a22-42742fe3f2ff.jpg',444 Battery St,http://sf-events.brokeassstuart.com/events/2024/4/23/joe-klocek-tickets,
255,23-04-2024,8:00PM,Anna Akana: It Gets Darker,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/18371724/35437d74-2784-4072-8400-4f4f81082a85.jpg',628 Divisadero Street,http://sf-events.brokeassstuart.com/events/2024/4/23/anna-akana-it-gets-darker-tickets,
256,23-04-2024,7:00PM,"Sister Carol, with DJ Sep at Sweetwater Music Hall (All Ages)",'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/19063684/9fd193a2-d627-4323-8d62-2cdb67e3c16d.jpg',19 Corte Madera Ave.,http://sf-events.brokeassstuart.com/events/2024/4/23/sister-carol-with-dj-sep-at-sweetwater-music-hall-all-ages-tickets,
257,23-04-2024,"7:30PM
              
                (doors)",Tony Lindsay W/ The Michael O'neill Sextet,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/18352900/23e44027-bc52-4bbd-96e6-350a24339b3f.jpg',510 Embarcadero West,http://sf-events.brokeassstuart.com/events/2024/4/23/tony-lindsay-w-the-michael-o-neill-sextet-tickets,
258,23-04-2024,7:00PM,Fashioning San Francisco: A Century of Style,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/15241904/ecc58a3f-80c9-4d80-bfb3-950dc2ba4f06.jpg',50 Hagiwara Tea Garden Drive,http://sf-events.brokeassstuart.com/events/2024/1/20/fashioning-san-francisco-a-century-of-style-tickets,Through Aug 11
259,23-04-2024,7:00PM,TAC Anti-bias Leaders Fellowship,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/13238140/9f8e6fd3-b8a5-4809-8ec7-febfe27044c2.jpg',736 Mission Street,http://sf-events.brokeassstuart.com/events/2023/9/1/tac-anti-bias-leaders-fellowship-tickets,Free - Through May 01
260,23-04-2024,7:00PM,Lee Mingwei: Rituals of Care,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/15241897/8070823b-0438-4122-b684-3cb38c3e2cb8.jpg',50 Hagiwara Tea Garden Drive,http://sf-events.brokeassstuart.com/events/2024/2/17/lee-mingwei-rituals-of-care-tickets,Through Jul 07
261,23-04-2024,7:00PM,Nampeyo and the Sikyátki Revival,'https://assets0.dostuffmedia.com/uploads/aws_asset/aws_asset/13248711/c56b1a75-17af-474c-a3fc-ae80f54592ae.jpg',50 Hagiwara Tea Garden Drive,http://sf-events.brokeassstuart.com/events/2023/2/3/nampeyo-and-the-sikyatki-revival-tickets,Through Sep 15
